round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter0,eval_ai_dilemmas,0.8429930795847751,0.5220588235294118,0.08823529411764706,0.01
iter0,eval_ant_hh,0.7392515036756516,0.6940298507462687,0.08955223880597014,0.01
iter0,eval_balanced_refusal,0.8780375,0.77,0.465,0.01
iter0,eval_daily_dilemmas,0.9224281549354435,0.8163265306122449,0.6428571428571429,0.01
iter0,mean,0.8456775595489676,0.7006038012219813,0.32141116894519006,0.01
iter1,eval_ai_dilemmas,0.9887543252595156,0.8897058823529411,0.9411764705882353,0.01
iter1,eval_ant_hh,0.7081755402094007,0.664179104477612,0.0,0.01
iter1,eval_balanced_refusal,0.9706625,0.8175,0.875,0.01
iter1,eval_daily_dilemmas,0.9845897542690546,0.8979591836734694,0.5918367346938775,0.01
iter1,mean,0.9130455299344927,0.8173360426260057,0.6020033013205282,0.01
iter2,eval_ai_dilemmas,0.9937283737024221,0.8897058823529411,0.8970588235294118,0.01
iter2,eval_ant_hh,0.7515036756515928,0.7014925373134329,0.0,0.01
iter2,eval_balanced_refusal,0.897075,0.8025,0.74,0.01
iter2,eval_daily_dilemmas,0.9925031236984589,0.9285714285714286,0.7142857142857143,0.01
iter2,mean,0.9087025432631184,0.8305674620594508,0.5878361344537816,0.01
iter3,eval_ai_dilemmas,0.9980536332179931,0.8676470588235294,0.8823529411764706,0.01
iter3,eval_ant_hh,0.779795054577857,0.7164179104477612,0.26865671641791045,0.01
iter3,eval_balanced_refusal,0.8838500000000001,0.8,0.66,0.01
iter3,eval_daily_dilemmas,0.9858392336526447,0.8826530612244898,0.6836734693877551,0.01
iter3,mean,0.9118844803621238,0.816679507623945,0.623670781745534,0.01
