dataset,auroc,accuracy,tpr_at_fpr,fpr
anthropic_harmless_refusal,0.8007500000000001,0.515,0.38,0.01
bbq_substitution,0.9822500000000001,0.64,0.54,0.01
hc_context_drift,0.8321819534488255,0.5721649484536082,0.12371134020618557,0.01
hc_contradiction,0.7701000000000001,0.52,0.11,0.01
mm_substitution,0.8893000000000001,0.66,0.35,0.01
oig_context_drift,0.7269104049314485,0.5360824742268041,0.07216494845360824,0.01
oig_omission,0.6738996614342874,0.5263157894736842,0.0,0.01
mean,0.8107702885449374,0.5670804588791566,0.22512518409425625,0.01
