concept,arm,vintage,n_redteam_rows,n_seeds,dataset,scale,mean,sd,min,max
instructions,gptoss120b,2,422,10,hc_context_drift,rank,0.48774577532150076,0.003610277777555002,0.48326070783292596,0.4929854394728452
instructions,gptoss120b,2,422,10,hc_contradiction,pipeline,0.485295,0.005146706066343152,0.47555000000000003,0.49315000000000003
instructions,gptoss120b,2,422,10,hc_contradiction,rank,0.4856299999999999,0.00521654419451548,0.47555000000000003,0.4936
instructions,gptoss120b,2,422,10,mean,pipeline,0.4856879962439359,0.005936414855535003,0.4745998270924229,0.4962239631619281
instructions,gptoss120b,2,422,10,mean,rank,0.4857843313455339,0.005909809874802841,0.47471291006761485,0.49632676266992315
instructions,gptoss120b,2,422,10,mm_substitution,pipeline,0.45054,0.011088602757386129,0.4333,0.4656
instructions,gptoss120b,2,422,10,mm_substitution,rank,0.45058500000000007,0.011091489480177533,0.43335,0.46564999999999995
instructions,gptoss120b,2,422,10,oig_context_drift,pipeline,0.5310500584546711,0.005932847599289671,0.5213625252417898,0.5400148793708152
instructions,gptoss120b,2,422,10,oig_context_drift,rank,0.5309650334785844,0.00594616013952412,0.5212031034116271,0.5399617387607609
instructions,gptoss120b,2,422,10,oig_omission,pipeline,0.5058017851646661,0.0036706101389055207,0.4966143428747307,0.5098491843644198
instructions,gptoss120b,2,422,10,oig_omission,rank,0.505909510618652,0.003672867686100651,0.4967682363804248,0.5100030778701139
instructions,gptoss120b,3,562,10,anthropic_harmless_refusal,pipeline,0.437645,0.026134741139801704,0.39855000000000007,0.47269999999999995
instructions,gptoss120b,3,562,10,anthropic_harmless_refusal,rank,0.43764000000000003,0.02611785043052187,0.39855,0.47265
instructions,gptoss120b,3,562,10,bbq_substitution,pipeline,0.504035,0.009653843506316255,0.48845,0.5232
instructions,gptoss120b,3,562,10,bbq_substitution,rank,0.50403,0.009674083361687999,0.48835,0.5231999999999999
instructions,gptoss120b,3,562,10,hc_context_drift,pipeline,0.4957168668296312,0.0014660988280605876,0.4928791582527367,0.4975023913274525
instructions,gptoss120b,3,562,10,hc_context_drift,rank,0.4958762886597937,0.0014911389431453402,0.49303858008289936,0.4977149537676693
instructions,gptoss120b,3,562,10,hc_contradiction,pipeline,0.4971850000000001,0.0019728786075174434,0.4939,0.49935
instructions,gptoss120b,3,562,10,hc_contradiction,rank,0.49742,0.002209097352112647,0.49409999999999993,0.50035
instructions,gptoss120b,3,562,10,mean,pipeline,0.48849337199288767,0.0037777660327988154,0.4829869578344038,0.495558025170251
instructions,gptoss120b,3,562,10,mean,rank,0.48855195946988583,0.00380309691181693,0.48300224842236783,0.49575334071904403
instructions,gptoss120b,3,562,10,mm_substitution,pipeline,0.44837000000000005,0.013694792197522869,0.43174999999999997,0.4704
instructions,gptoss120b,3,562,10,mm_substitution,rank,0.44834000000000007,0.01371300680214064,0.43165000000000003,0.47014999999999996
instructions,gptoss120b,3,562,10,oig_context_drift,pipeline,0.5292379636518227,0.008732389125097922,0.5095121691997024,0.5388457859496227
instructions,gptoss120b,3,562,10,oig_context_drift,rank,0.5292167074078009,0.008726242645235414,0.5095121691997024,0.5388457859496227
instructions,gptoss120b,3,562,10,oig_omission,pipeline,0.5072637734687596,0.005959740021112739,0.4938442597722376,0.517851646660511
instructions,gptoss120b,3,562,10,oig_omission,rank,0.5073407202216067,0.005853372976094916,0.49399815327793173,0.5175438596491229
