round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter0,anthropic_hh_balanced,0.8795461406320753,0.6142761394101877,0.0,0.01
iter0,mt_balanced,0.8876090960922766,0.5480132450331126,0.1390728476821192,0.01
iter0,mts_balanced,0.8799351000540833,0.7325581395348837,0.0,0.01
iter0,toolace_balanced,0.6999420888120039,0.5640326975476839,0.09264305177111716,0.01
iter0,mean,0.8367581063976098,0.6147200553814669,0.057928974863309085,0.01
iter1,anthropic_hh_balanced,0.9414259877523736,0.8274128686327078,0.4450402144772118,0.01
iter1,mt_balanced,0.957140037717644,0.8658940397350994,0.304635761589404,0.01
iter1,mts_balanced,0.9686316928069226,0.872093023255814,0.0,0.01
iter1,toolace_balanced,0.7981646608112021,0.5040871934604905,0.09809264305177112,0.01
iter1,mean,0.9163405947720356,0.7673717812710279,0.21194215477959674,0.01
iter2,anthropic_hh_balanced,0.9470340924609535,0.7945710455764075,0.4457104557640751,0.01
iter2,mt_balanced,0.9588614534450244,0.8708609271523179,0.4900662251655629,0.01
iter2,mts_balanced,0.9734991887506761,0.9069767441860465,0.0,0.01
iter2,toolace_balanced,0.8035400069790406,0.5040871934604905,0.2016348773841962,0.01
iter2,mean,0.9207336854089236,0.7691239775938156,0.28435288957845856,0.01
iter3,anthropic_hh_balanced,0.9678886141638335,0.8203753351206434,0.5670241286863271,0.01
iter3,mt_balanced,0.9655607210210078,0.8841059602649006,0.3509933774834437,0.01
iter3,mts_balanced,0.9756625202812331,0.8488372093023255,0.0,0.01
iter3,toolace_balanced,0.8509900585793939,0.5095367847411444,0.2888283378746594,0.01
iter3,mean,0.9400254785113671,0.7657138223572534,0.3017114610111076,0.01
iter4,anthropic_hh_balanced,0.9707953140610512,0.8806970509383378,0.6353887399463807,0.01
iter4,mt_balanced,0.9578527257576422,0.890728476821192,0.32781456953642385,0.01
iter4,mts_balanced,0.9772850189291509,0.9186046511627907,0.0,0.01
iter4,toolace_balanced,0.8523524563995575,0.5095367847411444,0.34877384196185285,0.01
iter4,mean,0.9395713787868505,0.7998917409158662,0.32799428786116436,0.01
iter5,anthropic_hh_balanced,0.9011796156804117,0.6554959785522788,0.27479892761394104,0.01
iter5,mt_balanced,0.9701274066926889,0.9072847682119205,0.6490066225165563,0.01
iter5,mts_balanced,0.9756625202812331,0.9302325581395349,0.0,0.01
iter5,toolace_balanced,0.8611653512907513,0.5245231607629428,0.32697547683923706,0.01
iter5,mean,0.9270337234862712,0.7543841164166692,0.3126952567424336,0.01
iter6,anthropic_hh_balanced,0.9432758896419869,0.7613941018766756,0.4262734584450402,0.01
iter6,mt_balanced,0.9579349589930265,0.9072847682119205,0.44370860927152317,0.01
iter6,mts_balanced,0.9913466738777719,0.9186046511627907,0.0,0.01
iter6,toolace_balanced,0.8662956885862987,0.5177111716621253,0.3188010899182561,0.01
iter6,mean,0.9397133027747709,0.776248673228378,0.2971957894087049,0.01
iter7,anthropic_hh_balanced,0.9570025839328968,0.860254691689008,0.5516085790884718,0.01
iter7,mt_balanced,0.9652811280207009,0.8857615894039735,0.30132450331125826,0.01
iter7,mts_balanced,0.9843158464034613,0.872093023255814,0.0,0.01
iter7,toolace_balanced,0.8422365597784525,0.5136239782016349,0.2888283378746594,0.01
iter7,mean,0.9372090295338777,0.7829333206376076,0.2854403550685974,0.01
iter8,anthropic_hh_balanced,0.9429582887104773,0.7915549597855228,0.5080428954423593,0.01
iter8,mt_balanced,0.9596947502302531,0.9006622516556292,0.3576158940397351,0.01
iter8,mts_balanced,0.9902650081124932,0.9302325581395349,0.0,0.01
iter8,toolace_balanced,0.8734083703940189,0.5204359673024523,0.3978201634877384,0.01
iter8,mean,0.9415816043618106,0.7857214342207848,0.31586973824245823,0.01
iter9,anthropic_hh_balanced,0.9595609110968956,0.8679624664879356,0.5810991957104558,0.01
iter9,mt_balanced,0.9528639094776543,0.847682119205298,0.1456953642384106,0.01
iter9,mts_balanced,0.97782585181179,0.8023255813953488,0.0,0.01
iter9,toolace_balanced,0.851331586098345,0.5177111716621253,0.39509536784741145,0.01
iter9,mean,0.9353955646211712,0.758920334687677,0.28047248194906943,0.01
iter10,anthropic_hh_balanced,0.9414695624204875,0.8176943699731903,0.4792225201072386,0.01
iter10,mt_balanced,0.9415540985044515,0.8874172185430463,0.26158940397350994,0.01
iter10,mts_balanced,0.9683612763656031,0.7674418604651163,0.0,0.01
iter10,toolace_balanced,0.84015769661962,0.5149863760217984,0.23705722070844687,0.01
iter10,mean,0.9228856584775404,0.7468849562507879,0.24446728619729885,0.01
