concept,arm,dev_seed,n_dev,n_train,n_val,val_auroc,best_epoch,seconds,mean_auroc,mean_accuracy,mean_tpr_at_fpr,auroc_eval_ai_dilemmas,auroc_eval_ant_hh,auroc_eval_balanced_refusal,auroc_eval_daily_dilemmas,checkpoint_kept,val_auroc_stage1,val_auroc_finetuned,finetune_best_epoch
hu_ha_dd_gptoss120b,mixed,0,218,856,72,0.9506172839506173,18,15.0,0.9372982446288136,0.8814292321406174,0.215,1.0,0.7978391623969704,0.9705124999999999,0.9808413161182842,,,,
hu_ha_dd_gptoss120b,finetune,0,218,856,72,0.95679012345679,17,5.3,0.9429526460744988,0.8828509500815251,0.7035174069627852,0.9879974048442907,0.8045221652929383,0.987725,0.9915660141607664,finetuned,0.9324845679012346,0.95679012345679,17.0
hu_ha_dd_gptoss120b,dev_only,0,218,218,72,0.9390432098765431,18,5.4,0.9533824910974816,0.894223025030908,0.22704081632653061,0.9993512110726643,0.826464691468033,0.9914624999999999,0.9962515618492295,,,,
hu_ha_dd_gptoss120b,mixed,1,24,662,72,0.9216820987654322,19,13.5,0.9258929857227987,0.8758352184157245,0.21,0.9979455017301039,0.7531744263755847,0.9722875,0.9801645147855059,,,,
hu_ha_dd_gptoss120b,finetune,1,24,662,72,0.9324845679012346,1,2.5,0.9164267006100508,0.8644502651806991,0.46897058823529414,0.9958910034602076,0.7355758520828692,0.9651124999999999,0.9691274468971262,finetuned,0.9324845679012346,0.9324845679012346,1.0
hu_ha_dd_gptoss120b,dev_only,1,24,24,72,0.5246913580246914,1,2.7,0.5299186950369216,0.5,0.010051020408163264,0.49199826989619383,0.48373802628647805,0.6013,0.5426384839650146,,,,
hu_ha_dd_gptoss120b,mixed,1,48,686,72,0.9351851851851852,3,12.3,0.9248486270397427,0.8814714729175251,0.19625,0.9991349480968859,0.7558476275339718,0.96305,0.9813619325281133,,,,
hu_ha_dd_gptoss120b,finetune,1,48,686,72,0.9324845679012346,1,2.7,0.9164267006100508,0.8644502651806991,0.46897058823529414,0.9958910034602076,0.7355758520828692,0.9651124999999999,0.9691274468971262,finetuned,0.9324845679012346,0.9324845679012346,1.0
hu_ha_dd_gptoss120b,dev_only,1,48,48,72,0.5246913580246914,1,2.8,0.5299186950369216,0.5,0.010051020408163264,0.49199826989619383,0.48373802628647805,0.6013,0.5426384839650146,,,,
hu_ha_dd_gptoss120b,mixed,1,73,711,72,0.9402006172839507,48,16.9,0.9278676030738489,0.8857649925641898,0.4651470588235294,0.9993512110726644,0.7663176654043217,0.9744875000000001,0.9713140358184089,,,,
hu_ha_dd_gptoss120b,finetune,1,73,711,72,0.9324845679012346,6,3.0,0.9164267006100508,0.8644502651806991,0.46897058823529414,0.9958910034602076,0.7355758520828692,0.9651124999999999,0.9691274468971262,stage1,0.9324845679012346,0.9097222222222223,6.0
hu_ha_dd_gptoss120b,dev_only,1,73,73,72,0.857253086419753,10,3.3,0.9120674689688945,0.854550077493684,0.6528046218487396,0.9958910034602076,0.7615281799955447,0.9025125,0.9883381924198251,,,,
hu_ha_dd_gptoss120b,mixed,1,97,735,72,0.9371141975308642,19,13.9,0.9328022484931502,0.8932188995000986,0.4613235294117647,0.9997837370242215,0.7952773446201826,0.9611375,0.9750104123281966,,,,
hu_ha_dd_gptoss120b,finetune,1,97,735,72,0.9324845679012346,3,3.4,0.9164267006100508,0.8644502651806991,0.46897058823529414,0.9958910034602076,0.7355758520828692,0.9651124999999999,0.9691274468971262,stage1,0.9324845679012346,0.9224537037037037,3.0
hu_ha_dd_gptoss120b,dev_only,1,97,97,72,0.8769290123456791,17,3.8,0.9262458912816521,0.866100802261203,0.6573799519807924,0.9980536332179931,0.7839162396970372,0.930875,0.9921386922115785,,,,
hu_ha_dd_gptoss120b,mixed,1,121,759,72,0.9502314814814815,16,13.5,0.9344448812811862,0.8809043468133523,0.4426470588235294,0.9982698961937717,0.776676319893072,0.977775,0.9850583090379009,,,,
