concept,arm,dev_seed,n_dev,n_train,n_val,val_auroc,best_epoch,seconds,mean_auroc,mean_accuracy,mean_tpr_at_fpr,auroc_eval_ai_dilemmas,auroc_eval_ant_hh,auroc_eval_balanced_refusal,auroc_eval_daily_dilemmas,checkpoint_kept,val_auroc_stage1,val_auroc_finetuned,finetune_best_epoch
hu_ha_dd_deepseekv4pro,finetune,1,194,1164,72,0.9722222222222221,9,4.8,0.9343511452719628,0.9001336654064611,0.22,0.9984861591695502,0.7820227222098463,0.976575,0.9803206997084549,finetuned,0.8271604938271604,0.9722222222222221,9.0
hu_ha_dd_deepseekv4pro,dev_only,1,194,194,72,0.9571759259259258,36,6.1,0.9519226429923491,0.90214747092867,0.6871818727490996,0.9981617647058824,0.8229004232568501,0.99475,0.9918783840066638,,,,
hu_ha_dd_deepseekv4pro,mixed,1,218,1188,72,0.9564043209876544,12,18.6,0.9374041196340692,0.8877077435451792,0.4446428571428571,0.9956747404844292,0.7767877032746714,0.9868374999999999,0.9903165347771762,,,,
hu_ha_dd_deepseekv4pro,finetune,1,218,1188,72,0.96875,29,5.8,0.940549030248388,0.8953023821468886,0.43214285714285716,0.9989186851211073,0.7814658053018491,0.989725,0.9920866305705957,finetuned,0.8271604938271604,0.96875,29.0
hu_ha_dd_deepseekv4pro,dev_only,1,218,218,72,0.9390432098765431,18,5.5,0.9533824910974816,0.894223025030908,0.22704081632653061,0.9993512110726643,0.826464691468033,0.9914624999999999,0.9962515618492295,,,,
hu_ha_dd_deepseekv4pro,mixed,2,24,994,72,0.8356481481481481,6,15.4,0.8779724193008165,0.7506995372775976,0.4050570228091237,0.9472318339100346,0.6789930942303408,0.9310625,0.9546022490628905,,,,
hu_ha_dd_deepseekv4pro,finetune,2,24,994,72,0.8271604938271604,1,2.5,0.831403207137904,0.6603346898460878,0.2729829469101073,0.8022275086505191,0.702494987747828,0.8826875000000001,0.9382028321532695,finetuned,0.8271604938271604,0.8271604938271604,1.0
hu_ha_dd_deepseekv4pro,dev_only,2,24,24,72,0.5246913580246914,1,2.6,0.5299186950369216,0.5,0.010051020408163264,0.49199826989619383,0.48373802628647805,0.6013,0.5426384839650146,,,,
hu_ha_dd_deepseekv4pro,mixed,2,48,1018,72,0.8846450617283951,14,17.5,0.9019453218490552,0.8163938896454104,0.17,0.9865916955017302,0.6944753842726664,0.9658125,0.9609017076218241,,,,
hu_ha_dd_deepseekv4pro,finetune,2,48,1018,72,0.8271604938271604,1,2.8,0.831403207137904,0.6603346898460878,0.2729829469101073,0.8022275086505191,0.702494987747828,0.8826875000000001,0.9382028321532695,finetuned,0.8271604938271604,0.8271604938271604,1.0
hu_ha_dd_deepseekv4pro,dev_only,2,48,48,72,0.5246913580246914,1,2.8,0.5299186950369216,0.5,0.010051020408163264,0.49199826989619383,0.48373802628647805,0.6013,0.5426384839650146,,,,
hu_ha_dd_deepseekv4pro,mixed,2,73,1043,72,0.9274691358024691,12,17.3,0.9119698853178946,0.8471233829352637,0.39051470588235293,0.9870242214532873,0.7308977500556917,0.953125,0.976832569762599,,,,
hu_ha_dd_deepseekv4pro,finetune,2,73,1043,72,0.9166666666666667,6,3.1,0.9218089694843026,0.8777115958323628,0.3990441176470588,0.9924307958477508,0.771886834484295,0.9417125,0.9812057476051645,finetuned,0.8271604938271604,0.9166666666666667,6.0
hu_ha_dd_deepseekv4pro,dev_only,2,73,73,72,0.908179012345679,20,3.6,0.9254046749030309,0.8498025254878071,0.4391176470588235,0.9898356401384083,0.7433726887948318,0.9833000000000001,0.9851103706788837,,,,
hu_ha_dd_deepseekv4pro,mixed,2,97,1067,72,0.9386574074074074,15,18.2,0.9210209261579496,0.8628117329021161,0.6534093637454983,0.9898356401384083,0.7359100022276677,0.9696874999999999,0.9886505622657227,,,,
hu_ha_dd_deepseekv4pro,finetune,2,97,1067,72,0.9016203703703703,8,3.7,0.921576622111935,0.8797794453602337,0.6649144657863145,0.9951340830449827,0.7325685007796836,0.967975,0.9906289046230737,finetuned,0.8271604938271604,0.9016203703703703,8.0
hu_ha_dd_deepseekv4pro,dev_only,2,97,97,72,0.8935185185185185,24,4.2,0.9313627491843156,0.877972196341223,0.4597448979591837,0.9987024221453287,0.7721096012474938,0.9681749999999999,0.9864639733444398,,,,
hu_ha_dd_deepseekv4pro,mixed,2,121,1091,72,0.9135802469135802,3,15.9,0.9119958732217079,0.8441141531239361,0.39794117647058824,0.9938365051903114,0.7200935620405435,0.9522749999999999,0.9817784256559767,,,,
hu_ha_dd_deepseekv4pro,finetune,2,121,1091,72,0.8881172839506172,9,3.8,0.9214270679811478,0.8748088078514988,0.17375,0.9934039792387543,0.7516150590331923,0.95485,0.9858392336526447,finetuned,0.8271604938271604,0.8881172839506172,9.0
hu_ha_dd_deepseekv4pro,dev_only,2,121,121,72,0.888888888888889,11,4.1,0.9327413086763118,0.8723422689971511,0.6849369747899159,0.9978373702422145,0.7748941857874805,0.9690624999999999,0.9891711786755519,,,,
hu_ha_dd_deepseekv4pro,mixed,2,145,1115,72,0.9313271604938271,11,17.4,0.9203760993375905,0.8722116943792442,0.16875,0.9897275086505191,0.7473824905324126,0.96095,0.9834443981674302,,,,
hu_ha_dd_deepseekv4pro,finetune,2,145,1115,72,0.9054783950617283,13,4.3,0.9285779760569917,0.8828509500815251,0.4052941176470588,0.9943771626297577,0.7746714190242816,0.9572375,0.9880258225739276,finetuned,0.8271604938271604,0.9054783950617283,13.0
hu_ha_dd_deepseekv4pro,dev_only,2,145,145,72,0.896219135802469,9,4.1,0.9370461863498515,0.8766544453602336,0.6912890156062426,0.9966479238754326,0.7887057251058144,0.9724625,0.9903685964181591,,,,
hu_ha_dd_deepseekv4pro,mixed,2,170,1140,72,0.9351851851851851,10,17.9,0.9190895712404485,0.8677508354087905,0.3965441176470588,0.995674740484429,0.7442637558476275,0.9539124999999999,0.9825072886297377,,,,
hu_ha_dd_deepseekv4pro,finetune,2,170,1140,72,0.9216820987654321,25,5.0,0.925884106682088,0.88834399804698,0.6646368547418968,0.9969723183391004,0.751058142125195,0.964825,0.9906809662640566,finetuned,0.8271604938271604,0.9216820987654321,25.0
hu_ha_dd_deepseekv4pro,dev_only,2,170,170,72,0.9189814814814815,27,5.0,0.9347031521542419,0.8871817831610256,0.646062424969988,0.9974048442906573,0.7646469146803297,0.9828,0.9939608496459809,,,,
hu_ha_dd_deepseekv4pro,mixed,2,194,1164,72,0.9390432098765432,8,17.8,0.9193027662523058,0.87592300352977,0.42647058823529416,0.9948096885813148,0.7423702383604366,0.9597625,0.9802686380674719,,,,
hu_ha_dd_deepseekv4pro,finetune,2,194,1164,72,0.9332561728395062,14,5.0,0.9267863773307075,0.8946332152263891,0.15875,0.996431660899654,0.7765649365114725,0.9515375,0.9826114119117035,finetuned,0.8271604938271604,0.9332561728395062,14.0
hu_ha_dd_deepseekv4pro,dev_only,2,194,194,72,0.9232253086419753,8,4.8,0.944124752697549,0.8859205286592249,0.46897058823529414,0.997621107266436,0.805635999108933,0.9788125,0.9944294044148272,,,,
hu_ha_dd_deepseekv4pro,mixed,2,218,1188,72,0.9564043209876544,12,18.5,0.9374041196340692,0.8877077435451792,0.4446428571428571,0.9956747404844292,0.7767877032746714,0.9868374999999999,0.9903165347771762,,,,
hu_ha_dd_deepseekv4pro,finetune,2,218,1188,72,0.96875,29,5.7,0.940549030248388,0.8953023821468886,0.43214285714285716,0.9989186851211073,0.7814658053018491,0.989725,0.9920866305705957,finetuned,0.8271604938271604,0.96875,29.0
hu_ha_dd_deepseekv4pro,dev_only,2,218,218,72,0.9390432098765431,18,5.2,0.9533824910974816,0.894223025030908,0.22704081632653061,0.9993512110726643,0.826464691468033,0.9914624999999999,0.9962515618492295,,,,
