n_dev,auroc_mean,auroc_std,n_seeds
0,0.9042650075228001,0.0,1
159,0.9410332391406153,0.015285463807070625,3
318,0.9567614738158573,0.003478039675935653,3
477,0.9627092870052274,0.004643799397911839,3
636,0.9649890975896712,0.002682333510910294,3
795,0.9684974398787783,0.0013143089871325763,3
954,0.9737624237664186,0.002097788361449668,3
1113,0.9712718458747188,0.0022440603018568555,3
1272,0.9714513656752798,0.0011730096297959307,3
1431,0.9733447510088585,0.0,3
