n_dev,auroc_mean,auroc_std,n_seeds
0,0.9164267006100508,0.0,1
24,0.9164267006100508,0.0,3
48,0.9164267006100508,0.0,3
73,0.9235539777497817,0.010079491993799055,3
97,0.923133862132207,0.009485358789660371,3
121,0.9263251690135061,0.007356268550801112,3
145,0.9303887578510683,0.010114781427774123,3
170,0.9303740893777953,0.010468698593501946,3
194,0.9386052032349532,0.0047463573879823785,3
218,0.9429526460744988,0.0,3
