n_dev,auroc_mean,auroc_std,n_seeds
0,0.8981962577574314,0.0,1
24,0.8981962577574314,0.0,3
48,0.8981962577574314,0.0,3
73,0.9248586959425622,0.02149140826659628,3
97,0.9293333855449988,0.02297019360634801,3
121,0.9422905410766104,0.004965672200653113,3
145,0.9439842046718621,0.00714591618057323,3
170,0.9416203388364175,0.003257714295524955,3
194,0.9444080864514376,0.000537732363413927,3
218,0.9444393780612409,0.0,3
