n_dev,auroc_mean,auroc_std,n_seeds
0,0.8981962577574314,0.0,1
24,0.9297881672652202,0.005331524105536168,3
48,0.9218792519960316,0.005453490207957563,3
73,0.940305911052425,0.0031125830989204846,3
97,0.9295878874844373,0.0074931769585770205,3
121,0.9309995432149458,0.005065308649961833,3
145,0.9448082243908452,0.0029914398019508775,3
170,0.9490041014880622,0.005622130562359725,3
194,0.9471187008746772,0.0035547680707898096,3
218,0.9401374345699401,0.0,3
