n_dev,auroc_mean,auroc_std,n_seeds
0,0.9042650075228001,0.0,1
159,0.9521242347094055,0.009392169129586396,3
318,0.9609104258047673,0.0032040059482605723,3
477,0.9627402398798734,0.0018544358618740498,3
636,0.9653005653280827,0.0027593936444852956,3
795,0.9699007050881293,0.002022298292710519,3
954,0.969801041968572,0.002515113768638701,3
1113,0.9675373555809562,0.002002290621373285,3
1272,0.9688820930493595,0.0014878919108516522,3
1431,0.9734275974239552,0.0,3
