concept,arm,dev_seed,n_dev,n_train,n_val,val_auroc,best_epoch,seconds,mean_auroc,mean_accuracy,mean_tpr_at_fpr,auroc_eval_ai_dilemmas,auroc_eval_ant_hh,auroc_eval_balanced_refusal,auroc_eval_daily_dilemmas,checkpoint_kept,val_auroc_stage1,val_auroc_finetuned,finetune_best_epoch
hu_ha,finetune,2,97,1075,72,0.8912037037037037,1,5.2,0.8981962577574314,0.8110006875884682,0.347734093637455,0.8944636678200693,0.7762307863666741,0.949475,0.9726155768429822,stage1,0.8912037037037037,0.8819444444444443,1.0
hu_ha,dev_only,2,97,97,72,0.8935185185185185,24,5.9,0.9313627491843156,0.877972196341223,0.4597448979591837,0.9987024221453287,0.7721096012474938,0.9681749999999999,0.9864639733444398,,,,
hu_ha,mixed,2,121,1099,72,0.9116512345679012,29,28.8,0.9370699201280686,0.8733840663130924,0.6324309723889556,0.986159169550173,0.8114279349521052,0.9628749999999999,0.9878175760099959,,,,
hu_ha,finetune,2,121,1099,72,0.90625,2,5.2,0.9355142578452059,0.887214146852771,0.42904411764705885,0.9911332179930796,0.7937179772777901,0.9662124999999999,0.9909933361099542,finetuned,0.8912037037037037,0.90625,2.0
hu_ha,dev_only,2,121,121,72,0.888888888888889,11,5.7,0.9327413086763118,0.8723422689971511,0.6849369747899159,0.9978373702422145,0.7748941857874805,0.9690624999999999,0.9891711786755519,,,,
hu_ha,mixed,2,145,1123,72,0.9151234567901234,10,27.8,0.9410006289671897,0.8783365958323628,0.43566176470588236,0.9811851211072664,0.8110937848073067,0.9783875,0.9933361099541858,,,,
hu_ha,finetune,2,145,1123,72,0.9066358024691359,4,6.2,0.9341861327920254,0.8753087093046175,0.6497103841536614,0.995674740484429,0.7955001113833815,0.9678,0.9777696793002915,finetuned,0.8912037037037037,0.9066358024691359,4.0
hu_ha,dev_only,2,145,145,72,0.896219135802469,9,6.9,0.9370461863498515,0.8766544453602336,0.6912890156062426,0.9966479238754326,0.7887057251058144,0.9724625,0.9903685964181591,,,,
hu_ha,mixed,2,170,1148,72,0.9174382716049382,16,29.2,0.9416233632503086,0.8908022836000072,0.648578931572629,0.9935121107266436,0.8141011361104924,0.971375,0.9875052061640983,,,,
hu_ha,finetune,2,170,1148,72,0.9220679012345679,1,5.9,0.9370335201429038,0.8796911115192346,0.4457397959183673,0.9978373702422144,0.7855869904210292,0.9780375000000001,0.9866722199083715,finetuned,0.8912037037037037,0.9220679012345679,1.0
hu_ha,dev_only,2,170,170,72,0.9189814814814815,27,8.2,0.9347031521542419,0.8871817831610256,0.646062424969988,0.9974048442906573,0.7646469146803297,0.9828,0.9939608496459809,,,,
hu_ha,mixed,2,194,1172,72,0.9228395061728395,4,28.0,0.9427504309864921,0.8845547584705524,0.6424594837935174,0.995674740484429,0.8155491200712854,0.9666500000000001,0.9931278633902539,,,,
hu_ha,finetune,2,194,1172,72,0.9463734567901234,8,7.5,0.944118956223644,0.8971406174410063,0.6959153661464585,0.9997837370242215,0.7890398752506126,0.9929625000000001,0.9946897126197417,finetuned,0.8912037037037037,0.9463734567901234,8.0
hu_ha,dev_only,2,194,194,72,0.9232253086419753,8,8.0,0.944124752697549,0.8859205286592249,0.46897058823529414,0.997621107266436,0.805635999108933,0.9788125,0.9944294044148272,,,,
hu_ha,mixed,2,218,1196,72,0.9197530864197531,10,27.4,0.9401374345699401,0.8722391307269177,0.6410849339735895,0.9881055363321799,0.8034083314769437,0.9801249999999999,0.9889108704706372,,,,
hu_ha,finetune,2,218,1196,72,0.9552469135802469,8,6.9,0.9444393780612409,0.8928136366486894,0.4721938775510204,0.9967560553633218,0.7895967921586099,0.9975999999999999,0.993804664723032,finetuned,0.8912037037037037,0.9552469135802469,8.0
hu_ha,dev_only,2,218,218,72,0.9390432098765431,18,7.7,0.9533824910974816,0.894223025030908,0.22704081632653061,0.9993512110726643,0.826464691468033,0.9914624999999999,0.9962515618492295,,,,
