n_dev,auroc_mean,auroc_std,n_seeds
0,0.831403207137904,0.0,1
24,0.831403207137904,0.0,3
48,0.831403207137904,0.0,3
73,0.924334399703023,0.006279098848756188,3
97,0.9261411561361506,0.003330892567367006,3
121,0.92929992582308,0.005866368315053006,3
145,0.9361745706505524,0.005953657789500212,3
170,0.9299573148154937,0.0028964351516499406,3
194,0.9314755575040156,0.0033439763317392288,3
218,0.940549030248388,0.0,3
