n_dev,auroc_mean,auroc_std,n_seeds
0,0.831403207137904,0.0,1
24,0.8921768329828486,0.010140611109225827,3
48,0.9045237021688299,0.0022722495110629876,3
73,0.9134662317912691,0.007556055813724046,3
97,0.9206361057761933,0.0011504190245992885,3
121,0.9166756628161944,0.003530405195259954,3
145,0.9227866267739975,0.003253699214266371,3
170,0.9241773062266959,0.006034350590451043,3
194,0.9232521477784821,0.0028004312881147633,3
218,0.9374041196340692,0.0,3
