round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter2,anthropic,0.9437728050386833,0.867704280155642,0.4688715953307393,0.01
iter2,mt,0.8749029553335749,0.5431654676258992,0.0,0.01
iter2,mts,0.9018328094197879,0.781021897810219,0.21897810218978103,0.01
iter2,toolace,0.7364663890541344,0.5121951219512195,0.12195121951219512,0.01
iter2,mean,0.8642437397115451,0.676021691885745,0.20245022925817888,0.01
iter3,anthropic,0.9472399279322927,0.8715953307392996,0.4591439688715953,0.01
iter3,mt,0.9142642720356089,0.6258992805755396,0.0,0.01
iter3,mts,0.9169375033299589,0.8102189781021898,0.3722627737226277,0.01
iter3,toolace,0.7487730517549077,0.5304878048780488,0.10365853658536585,0.01
iter3,mean,0.8818036887631922,0.7095503485737695,0.23376631979489723,0.01
