dataset,auroc,accuracy,tpr_at_fpr,fpr,arch,run,arm,n_kept,n_dropped,n_excluded,init_seed
eval_ai_dilemmas,0.7170198961937716,0.5,0.0,0.01,attention,near_s303,near,725,81,72,303
eval_ant_hh,0.7894854087770107,0.7164179104477612,0.0,0.01,attention,near_s303,near,725,81,72,303
eval_balanced_refusal,0.9175625000000001,0.8275,0.46,0.01,attention,near_s303,near,725,81,72,303
eval_daily_dilemmas,0.9014473136193253,0.8214285714285714,0.29591836734693877,0.01,attention,near_s303,near,725,81,72,303
mean,0.8313787796475269,0.7163366204690831,0.18897959183673468,0.01,attention,near_s303,near,725,81,72,303
