dataset,auroc,accuracy,tpr_at_fpr,fpr,arch,run,arm,n_kept,n_dropped,n_excluded,init_seed
eval_ai_dilemmas,0.9930795847750864,0.5735294117647058,0.7058823529411765,0.01,linear_then_softmax,neardraw_d5_s42,neardraw,725,81,72,42
eval_ant_hh,0.718534194698151,0.664179104477612,0.0,0.01,linear_then_softmax,neardraw_d5_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.792575,0.73,0.645,0.01,linear_then_softmax,neardraw_d5_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9820907955018743,0.7806122448979592,0.4897959183673469,0.01,linear_then_softmax,neardraw_d5_s42,neardraw,725,81,72,42
mean,0.8715698937437779,0.6870801902850693,0.4601695678271309,0.01,linear_then_softmax,neardraw_d5_s42,neardraw,725,81,72,42
