round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter0,anthropic,0.9528493996881103,0.8647859922178989,0.5369649805447471,0.01
iter0,mt,0.8103100253610062,0.5107913669064749,0.0,0.01
iter0,mts,0.9486919921146572,0.7335766423357665,0.4233576642335766,0.01
iter0,toolace,0.7267623438429507,0.649390243902439,0.15853658536585366,0.01
iter0,mean,0.8596534402516811,0.6896360613406448,0.27971480753604433,0.01
iter1,anthropic,0.9256688216324245,0.8482490272373541,0.4980544747081712,0.01
iter1,mt,0.9661766989286269,0.8165467625899281,0.26618705035971224,0.01
iter1,mts,0.908519367041398,0.6970802919708029,0.11678832116788321,0.01
iter1,toolace,0.7919950922070197,0.6097560975609756,0.16463414634146342,0.01
iter1,mean,0.8980899949523673,0.7429080448397651,0.2614159981443075,0.01
iter2,anthropic,0.964386288967282,0.9017509727626459,0.6361867704280155,0.01
iter2,mt,0.9519693597639873,0.7589928057553957,0.2302158273381295,0.01
iter2,mts,0.918376045607118,0.6824817518248175,0.2846715328467153,0.01
iter2,toolace,0.7960105591909578,0.5335365853658537,0.13414634146341464,0.01
iter2,mean,0.9076855633823363,0.7191905289271783,0.3213051180190688,0.01
iter3,anthropic,0.9653003830489485,0.9066147859922179,0.5350194552529183,0.01
iter3,mt,0.9424978003208944,0.8129496402877698,0.19424460431654678,0.01
iter3,mts,0.9278597687676488,0.7262773722627737,0.24817518248175183,0.01
iter3,toolace,0.748605740630577,0.5457317073170732,0.0975609756097561,0.01
iter3,mean,0.8960659231920172,0.7478933764649587,0.26875005441524324,0.01
