round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter0,eval_ai_dilemmas,0.511461937716263,0.5,0.014705882352941176,0.01
iter0,eval_ant_hh,0.633548674537759,0.5970149253731343,0.0,0.01
iter0,eval_balanced_refusal,0.792775,0.7025,0.32,0.01
iter0,eval_daily_dilemmas,0.5195751770095793,0.5204081632653061,0.02040816326530612,0.01
iter0,mean,0.6143401973159004,0.5799807721596102,0.08877851140456183,0.01
iter1,eval_ai_dilemmas,0.903114186851211,0.5,0.27941176470588236,0.01
iter1,eval_ant_hh,0.6331031410113611,0.5895522388059702,0.014925373134328358,0.01
iter1,eval_balanced_refusal,0.9633875,0.6825,0.755,0.01
iter1,eval_daily_dilemmas,0.7470845481049563,0.5255102040816326,0.01020408163265306,0.01
iter1,mean,0.811672343991882,0.5743906107219007,0.26488530486821593,0.01
iter2,eval_ai_dilemmas,0.9407439446366782,0.5073529411764706,0.7058823529411765,0.01
iter2,eval_ant_hh,0.640008910670528,0.6268656716417911,0.0,0.01
iter2,eval_balanced_refusal,0.907,0.725,0.78,0.01
iter2,eval_daily_dilemmas,0.6886713869221157,0.5204081632653061,0.02040816326530612,0.01
iter2,mean,0.7941060605573305,0.594906694020892,0.37657262905162064,0.01
iter3,eval_ai_dilemmas,0.9491782006920415,0.5220588235294118,0.6911764705882353,0.01
iter3,eval_ant_hh,0.6290933392737803,0.6268656716417911,0.0,0.01
iter3,eval_balanced_refusal,0.9404375,0.7175,0.755,0.01
iter3,eval_daily_dilemmas,0.7576009995835069,0.5255102040816326,0.030612244897959183,0.01
iter3,mean,0.8190775098873322,0.5979836748132088,0.3691971788715486,0.01
