arm,draw,n_kept,n_pool,dataset,auroc,accuracy,tpr_at_fpr,fpr
arm6,1,23,29,anthropic_hh_balanced,0.973113755938733,0.8505361930294906,0.6454423592493298,0.01
arm6,1,23,29,mt_balanced,0.9323330117100128,0.7582781456953642,0.2582781456953642,0.01
arm6,1,23,29,mts_balanced,0.9261763115197403,0.813953488372093,0.0,0.01
arm6,1,23,29,toolace_balanced,0.8551180868519329,0.5299727520435967,0.28065395095367845,0.01
arm6,1,23,29,mean,0.9216852915051048,0.7381851447851361,0.2960936139745931,0.01
arm6,2,23,29,anthropic_hh_balanced,0.8975103590912032,0.6464477211796247,0.17493297587131368,0.01
arm6,2,23,29,mt_balanced,0.8919400464891891,0.5016556291390728,0.0,0.01
arm6,2,23,29,mts_balanced,0.9096809085992428,0.5930232558139535,0.0,0.01
arm6,2,23,29,toolace_balanced,0.8580396320412208,0.6008174386920981,0.2561307901907357,0.01
arm6,2,23,29,mean,0.889292736555214,0.5854860112061873,0.10776594151551235,0.01
arm6,3,23,29,anthropic_hh_balanced,0.9253334585169158,0.8016085790884718,0.24128686327077747,0.01
arm6,3,23,29,mt_balanced,0.9102999868426824,0.597682119205298,0.0,0.01
arm6,3,23,29,mts_balanced,0.9945916711736074,0.9651162790697675,0.0,0.01
arm6,3,23,29,toolace_balanced,0.8668785127219,0.5858310626702997,0.24250681198910082,0.01
arm6,3,23,29,mean,0.9242759073137764,0.7375595100084593,0.12094841881496957,0.01
arm6,4,23,29,anthropic_hh_balanced,0.9310731856766024,0.7794906166219839,0.25804289544235925,0.01
arm6,4,23,29,mt_balanced,0.9296302793737117,0.597682119205298,0.0,0.01
arm6,4,23,29,mts_balanced,0.9799891833423472,0.872093023255814,0.0,0.01
arm6,4,23,29,toolace_balanced,0.8736273934768243,0.6062670299727521,0.3133514986376022,0.01
arm6,4,23,29,mean,0.9285800104673714,0.7138831972639621,0.14284859851999038,0.01
arm6,5,23,29,anthropic_hh_balanced,0.9035095127543503,0.6880026809651475,0.1675603217158177,0.01
arm6,5,23,29,mt_balanced,0.8587836059821938,0.5,0.0,0.01
arm6,5,23,29,mts_balanced,0.9537587885343428,0.5232558139534884,0.0,0.01
