arm,vintage,seed,n_redteam_rows,dataset,auroc_pipeline,auroc_rank
gptoss120b,1,45,434,oig_context_drift,0.6822722924859177,0.6865235412902541
gptoss120b,1,45,434,oig_omission,0.6975992613111727,0.6992920898738073
gptoss120b,1,45,434,mean,0.7703605461287343,0.7874168527644149
gptoss120b,1,46,434,anthropic_harmless_refusal,0.41419999999999996,0.41455
gptoss120b,1,46,434,bbq_substitution,0.90965,0.9585
gptoss120b,1,46,434,hc_context_drift,0.833085343819747,0.8295780635561697
gptoss120b,1,46,434,hc_contradiction,0.9059,0.9067500000000001
gptoss120b,1,46,434,mm_substitution,0.8721999999999999,0.8870999999999999
gptoss120b,1,46,434,oig_context_drift,0.6754171537889255,0.6804123711340206
gptoss120b,1,46,434,oig_omission,0.7385349338257926,0.7385349338257926
gptoss120b,1,46,434,mean,0.7641410616334949,0.7736321955022832
gptoss120b,1,47,434,anthropic_harmless_refusal,0.49655000000000005,0.49725
gptoss120b,1,47,434,bbq_substitution,0.9266000000000001,0.9586499999999999
gptoss120b,1,47,434,hc_context_drift,0.7004463811244553,0.6850356042087363
gptoss120b,1,47,434,hc_contradiction,0.9486,0.9494499999999999
gptoss120b,1,47,434,mm_substitution,0.8945500000000001,0.9228000000000001
gptoss120b,1,47,434,oig_context_drift,0.644701881177596,0.6474651929004146
gptoss120b,1,47,434,oig_omission,0.7176054170514005,0.7179132040627886
gptoss120b,1,47,434,mean,0.7612933827647789,0.7683662858817055
gptoss120b,1,48,434,anthropic_harmless_refusal,0.37829999999999997,0.37805
gptoss120b,1,48,434,bbq_substitution,0.89515,0.9469500000000001
gptoss120b,1,48,434,hc_context_drift,0.6717504516951855,0.6634073759166754
gptoss120b,1,48,434,hc_contradiction,0.9368000000000001,0.9390499999999999
gptoss120b,1,48,434,mm_substitution,0.86465,0.90105
gptoss120b,1,48,434,oig_context_drift,0.6534700818365394,0.6568710808800085
gptoss120b,1,48,434,oig_omission,0.7257617728531855,0.7279162819329025
gptoss120b,1,48,434,mean,0.7322689009121301,0.7447563912470837
gptoss120b,1,49,434,anthropic_harmless_refusal,0.4720500000000001,0.48355000000000004
gptoss120b,1,49,434,bbq_substitution,0.8625499999999999,0.94925
gptoss120b,1,49,434,hc_context_drift,0.754171537889255,0.7623020512275481
gptoss120b,1,49,434,hc_contradiction,0.94055,0.9432999999999999
gptoss120b,1,49,434,mm_substitution,0.79115,0.8923499999999999
gptoss120b,1,49,434,oig_context_drift,0.617547029439898,0.6266340737591668
gptoss120b,1,49,434,oig_omission,0.7134502923976608,0.7263773468759619
gptoss120b,1,49,434,mean,0.7359241228181163,0.7691090674089539
gptoss120b,1,50,434,anthropic_harmless_refusal,0.47745,0.4786
gptoss120b,1,50,434,bbq_substitution,0.9157000000000001,0.963
gptoss120b,1,50,434,hc_context_drift,0.7551280688702307,0.7462535869911787
gptoss120b,1,50,434,hc_contradiction,0.9386,0.9395
gptoss120b,1,50,434,mm_substitution,0.8814,0.9184
gptoss120b,1,50,434,oig_context_drift,0.6733978106068658,0.6818471676054841
gptoss120b,1,50,434,oig_omission,0.72668513388735,0.72668513388735
gptoss120b,1,50,434,mean,0.766908716194921,0.779183698354859
gptoss120b,1,51,434,anthropic_harmless_refusal,0.46290000000000003,0.46284999999999993
gptoss120b,1,51,434,bbq_substitution,0.9233,0.9571999999999999
gptoss120b,1,51,434,hc_context_drift,0.7565097247316399,0.7542778191093633
gptoss120b,1,51,434,hc_contradiction,0.91675,0.9207499999999998
gptoss120b,1,51,434,mm_substitution,0.9502999999999999,0.9515
gptoss120b,1,51,434,oig_context_drift,0.7414177914762462,0.7412052290360294
gptoss120b,1,51,434,oig_omission,0.6900584795321637,0.6900584795321638
gptoss120b,1,51,434,mean,0.7773194279628644,0.7825487896682224
gptoss120b,2,42,674,anthropic_harmless_refusal,0.7866000000000001,0.7876000000000001
gptoss120b,2,42,674,bbq_substitution,0.88025,0.8814
gptoss120b,2,42,674,hc_context_drift,0.6597938144329898,0.6456584121585716
gptoss120b,2,42,674,hc_contradiction,0.90685,0.9050499999999999
gptoss120b,2,42,674,mm_substitution,0.79735,0.79535
gptoss120b,2,42,674,oig_context_drift,0.5554256562865342,0.5538845785949622
gptoss120b,2,42,674,oig_omission,0.742074484456756,0.7439212065250846
gptoss120b,2,42,674,mean,0.7611919935966115,0.7589805996112312
gptoss120b,2,43,674,anthropic_harmless_refusal,0.77995,0.7799499999999999
gptoss120b,2,43,674,bbq_substitution,0.9194,0.9363
gptoss120b,2,43,674,hc_context_drift,0.8173557232437029,0.8118290997980657
gptoss120b,2,43,674,hc_contradiction,0.90215,0.9007000000000001
gptoss120b,2,43,674,mm_substitution,0.87185,0.8746
gptoss120b,2,43,674,oig_context_drift,0.6068657668190032,0.6095227973217132
gptoss120b,2,43,674,oig_omission,0.7162203755001539,0.7163742690058479
gptoss120b,2,43,674,mean,0.80197026650898,0.8041823094465181
gptoss120b,2,44,674,anthropic_harmless_refusal,0.6917,0.6917
gptoss120b,2,44,674,bbq_substitution,0.9012,0.9185
gptoss120b,2,44,674,hc_context_drift,0.8951004357530025,0.9302263789988309
gptoss120b,2,44,674,hc_contradiction,0.92755,0.9256
gptoss120b,2,44,674,mm_substitution,0.86945,0.90315
gptoss120b,2,44,674,oig_context_drift,0.6121266872143691,0.6126580933149113
gptoss120b,2,44,674,oig_omission,0.7226839027393044,0.7254539858417974
gptoss120b,2,44,674,mean,0.8028301465295252,0.8153269225936485
gptoss120b,2,45,674,anthropic_harmless_refusal,0.6789999999999999,0.6789999999999999
gptoss120b,2,45,674,bbq_substitution,0.84155,0.8556999999999999
gptoss120b,2,45,674,hc_context_drift,0.7147412052290361,0.7153257519396322
gptoss120b,2,45,674,hc_contradiction,0.881,0.8790500000000001
gptoss120b,2,45,674,mm_substitution,0.9302,0.9353999999999999
gptoss120b,2,45,674,oig_context_drift,0.5897544903815497,0.5933149112551812
gptoss120b,2,45,674,oig_omission,0.6717451523545708,0.6757463835026162
gptoss120b,2,45,674,mean,0.7582844068521651,0.7619338638139185
gptoss120b,2,46,674,anthropic_harmless_refusal,0.4999499999999999,0.4999
gptoss120b,2,46,674,bbq_substitution,0.9186,0.91585
gptoss120b,2,46,674,hc_context_drift,0.7428525879477096,0.7425337442873844
gptoss120b,2,46,674,hc_contradiction,0.8988499999999999,0.8989
gptoss120b,2,46,674,mm_substitution,0.9077000000000001,0.90695
gptoss120b,2,46,674,oig_context_drift,0.639494101392284,0.6392283983420131
gptoss120b,2,46,674,oig_omission,0.6149584487534625,0.6148045552477686
gptoss120b,2,46,674,mean,0.7460578768704937,0.7454523854110237
gptoss120b,2,47,674,anthropic_harmless_refusal,0.7483500000000001,0.74995
gptoss120b,2,47,674,bbq_substitution,0.8955,0.89815
gptoss120b,2,47,674,hc_context_drift,0.633489212456159,0.6199914975023914
gptoss120b,2,47,674,hc_contradiction,0.8984999999999999,0.8983000000000001
gptoss120b,2,47,674,mm_substitution,0.8486,0.8458000000000001
gptoss120b,2,47,674,oig_context_drift,0.5415028164523329,0.5421936443830376
gptoss120b,2,47,674,oig_omission,0.7950138504155125,0.7948599569098185
gptoss120b,2,47,674,mean,0.7658508399034291,0.7641778712564639
gptoss120b,2,48,674,anthropic_harmless_refusal,0.7665500000000001,0.7665500000000001
gptoss120b,2,48,674,bbq_substitution,0.87445,0.8806
gptoss120b,2,48,674,hc_context_drift,0.6506004888936124,0.6437984908066744
gptoss120b,2,48,674,hc_contradiction,0.85615,0.8561500000000001
gptoss120b,2,48,674,mm_substitution,0.9035,0.9042
gptoss120b,2,48,674,oig_context_drift,0.5492613455202465,0.5497396110107344
gptoss120b,2,48,674,oig_omission,0.7568482610033856,0.7563865804863036
gptoss120b,2,48,674,mean,0.7653371564881778,0.7653463831862446
gptoss120b,2,49,674,anthropic_harmless_refusal,0.73775,0.7376
gptoss120b,2,49,674,bbq_substitution,0.90425,0.9128000000000001
gptoss120b,2,49,674,hc_context_drift,0.9166223828249548,0.9280476139866085
gptoss120b,2,49,674,hc_contradiction,0.8989,0.8995000000000001
gptoss120b,2,49,674,mm_substitution,0.8435,0.8532000000000001
gptoss120b,2,49,674,oig_context_drift,0.6082474226804124,0.6168030608991393
gptoss120b,2,49,674,oig_omission,0.6980609418282548,0.7023699599876886
gptoss120b,2,49,674,mean,0.8010472496190888,0.8071886621247766
gptoss120b,2,50,674,anthropic_harmless_refusal,0.584,0.58435
gptoss120b,2,50,674,bbq_substitution,0.90095,0.9286
gptoss120b,2,50,674,hc_context_drift,0.7177702200021256,0.8680518652354129
gptoss120b,2,50,674,hc_contradiction,0.9353999999999999,0.9395999999999999
gptoss120b,2,50,674,mm_substitution,0.9263,0.9478
gptoss120b,2,50,674,oig_context_drift,0.5842810075459667,0.5870974598788394
gptoss120b,2,50,674,oig_omission,0.7125269313634964,0.7103724222837796
gptoss120b,2,50,674,mean,0.7658897369873697,0.795124535342576
gptoss120b,2,51,674,anthropic_harmless_refusal,0.5277999999999999,0.52855
gptoss120b,2,51,674,bbq_substitution,0.8938499999999999,0.9076500000000001
gptoss120b,2,51,674,hc_context_drift,0.6353491338080561,0.6273249016898714
gptoss120b,2,51,674,hc_contradiction,0.8926,0.8921000000000001
gptoss120b,2,51,674,mm_substitution,0.8951499999999999,0.8971
gptoss120b,2,51,674,oig_context_drift,0.5654160909767244,0.5667446062280795
gptoss120b,2,51,674,oig_omission,0.7591566635887965,0.7596183441058787
