dataset,auroc,accuracy,tpr_at_fpr,fpr,arch,run,arm,n_kept,n_dropped,n_excluded,init_seed
mean,0.7837474349311784,0.6702387298202863,0.0906122448979591,0.01,sklearn,near_s42,near,725,81,72,42
mean,0.7852298341487821,0.6727990785866585,0.1040275662503807,0.01,sklearn,neardraw_d0_s42,neardraw,725,81,72,42
mean,0.7835006919139328,0.6702828967407859,0.1077775662503807,0.01,sklearn,neardraw_d1_s42,neardraw,725,81,72,42
mean,0.7866213620183216,0.6709240785866586,0.1141619707584526,0.01,sklearn,neardraw_d2_s42,neardraw,725,81,72,42
mean,0.7883875450497821,0.6709334069448675,0.0848694029850746,0.01,sklearn,neardraw_d3_s42,neardraw,725,81,72,42
mean,0.7882137839298434,0.6690328967407859,0.1190110596477397,0.01,sklearn,neardraw_d4_s42,neardraw,725,81,72,42
mean,0.783201784940537,0.6696834069448674,0.1027589095339628,0.01,sklearn,neardraw_d5_s42,neardraw,725,81,72,42
mean,0.7817646466904653,0.6727897502284497,0.101578586658544,0.01,sklearn,neardraw_d6_s42,neardraw,725,81,72,42
mean,0.7832831849930506,0.6702990785866585,0.0939150660264105,0.01,sklearn,neardraw_d7_s42,neardraw,725,81,72,42
mean,0.7844219255111027,0.6665677353030764,0.1016296070667072,0.01,sklearn,neardraw_d8_s42,neardraw,725,81,72,42
mean,0.7807626465036832,0.6696485683825769,0.1089660864345738,0.01,sklearn,neardraw_d9_s42,neardraw,725,81,72,42
