dataset,auroc,accuracy,tpr_at_fpr,fpr,arch,run,arm,n_kept,n_dropped,n_excluded,init_seed
eval_daily_dilemmas,0.6327051228654726,0.5663265306122449,0.0,0.01,lda,neardraw_d2_s42,neardraw,725,81,72,42
mean,0.5304448142149202,0.5152756625038075,0.0,0.01,lda,neardraw_d2_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.5,0.5,0.0,0.01,lda,neardraw_d3_s42,neardraw,725,81,72,42
eval_ant_hh,0.5427712185341946,0.5447761194029851,0.0,0.01,lda,neardraw_d3_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.456075,0.4625,0.0,0.01,lda,neardraw_d3_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.6498334027488546,0.5969387755102041,0.0,0.01,lda,neardraw_d3_s42,neardraw,725,81,72,42
mean,0.5371699053207624,0.5260537237282973,0.0,0.01,lda,neardraw_d3_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.5,0.5,0.0,0.01,lda,neardraw_d4_s42,neardraw,725,81,72,42
eval_ant_hh,0.5423256850077969,0.5373134328358209,0.0,0.01,lda,neardraw_d4_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.4421000000000001,0.4525,0.0,0.01,lda,neardraw_d4_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.6362973760932945,0.5816326530612245,0.0,0.01,lda,neardraw_d4_s42,neardraw,725,81,72,42
mean,0.5301807652752729,0.5178615214742613,0.0,0.01,lda,neardraw_d4_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.5,0.5,0.0,0.01,lda,neardraw_d5_s42,neardraw,725,81,72,42
eval_ant_hh,0.5504566718645578,0.5447761194029851,0.0,0.01,lda,neardraw_d5_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.4586,0.4675,0.0,0.01,lda,neardraw_d5_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.6861724281549355,0.6275510204081632,0.0,0.01,lda,neardraw_d5_s42,neardraw,725,81,72,42
mean,0.5488072750048734,0.5349567849527871,0.0,0.01,lda,neardraw_d5_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.5,0.5,0.0,0.01,lda,neardraw_d6_s42,neardraw,725,81,72,42
eval_ant_hh,0.5379817331254177,0.5447761194029851,0.0,0.01,lda,neardraw_d6_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.427425,0.445,0.0,0.01,lda,neardraw_d6_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.6383798417326114,0.576530612244898,0.0,0.01,lda,neardraw_d6_s42,neardraw,725,81,72,42
mean,0.5259466437145073,0.5165766829119708,0.0,0.01,lda,neardraw_d6_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.5,0.5,0.0,0.01,lda,neardraw_d7_s42,neardraw,725,81,72,42
eval_ant_hh,0.5549120071285364,0.5597014925373134,0.0,0.01,lda,neardraw_d7_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.4743375,0.4675,0.0,0.01,lda,neardraw_d7_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.6302582257392754,0.5816326530612245,0.0,0.01,lda,neardraw_d7_s42,neardraw,725,81,72,42
mean,0.539876933216953,0.5272085363996345,0.0,0.01,lda,neardraw_d7_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.5,0.5,0.0,0.01,lda,neardraw_d8_s42,neardraw,725,81,72,42
eval_ant_hh,0.5635999108932948,0.5671641791044776,0.0,0.01,lda,neardraw_d8_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.5033249999999999,0.4925,0.0,0.01,lda,neardraw_d8_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.6306747188671388,0.576530612244898,0.0,0.01,lda,neardraw_d8_s42,neardraw,725,81,72,42
mean,0.5493999074401084,0.5340486978373439,0.0,0.01,lda,neardraw_d8_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.5,0.5,0.0,0.01,lda,neardraw_d9_s42,neardraw,725,81,72,42
eval_ant_hh,0.5467810202717754,0.5447761194029851,0.0,0.01,lda,neardraw_d9_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.472075,0.47,0.0,0.01,lda,neardraw_d9_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.6344752186588922,0.5612244897959183,0.0,0.01,lda,neardraw_d9_s42,neardraw,725,81,72,42
mean,0.538332809732667,0.5190001522997258,0.0,0.01,lda,neardraw_d9_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9653979238754326,0.625,0.0,0.01,linear_then_last,far_s101,far,725,81,72,101
eval_ant_hh,0.6899086656270884,0.6194029850746269,0.0,0.01,linear_then_last,far_s101,far,725,81,72,101
eval_balanced_refusal,0.9466625,0.875,0.685,0.01,linear_then_last,far_s101,far,725,81,72,101
eval_daily_dilemmas,0.9703248646397334,0.8724489795918368,0.0,0.01,linear_then_last,far_s101,far,725,81,72,101
mean,0.8930734885355636,0.7479629911666159,0.17125,0.01,linear_then_last,far_s101,far,725,81,72,101
eval_ai_dilemmas,0.992430795847751,0.875,0.0,0.01,linear_then_last,far_s202,far,725,81,72,202
eval_ant_hh,0.6982624192470483,0.6268656716417911,0.0,0.01,linear_then_last,far_s202,far,725,81,72,202
eval_balanced_refusal,0.959325,0.91,0.585,0.01,linear_then_last,far_s202,far,725,81,72,202
eval_daily_dilemmas,0.9713140358184088,0.8928571428571429,0.0,0.01,linear_then_last,far_s202,far,725,81,72,202
mean,0.905333062728302,0.8261807036247335,0.14625,0.01,linear_then_last,far_s202,far,725,81,72,202
eval_ai_dilemmas,0.995242214532872,0.8382352941176471,0.9852941176470588,0.01,linear_then_last,far_s303,far,725,81,72,303
eval_ant_hh,0.6825573624415238,0.6119402985074627,0.0,0.01,linear_then_last,far_s303,far,725,81,72,303
eval_balanced_refusal,0.966325,0.9025,0.685,0.01,linear_then_last,far_s303,far,725,81,72,303
eval_daily_dilemmas,0.9656393169512704,0.8928571428571429,0.6020408163265306,0.01,linear_then_last,far_s303,far,725,81,72,303
mean,0.9024409734814164,0.8113831838705631,0.5680837334933974,0.01,linear_then_last,far_s303,far,725,81,72,303
eval_ai_dilemmas,0.9907006920415226,0.7867647058823529,0.0,0.01,linear_then_last,far_s404,far,725,81,72,404
eval_ant_hh,0.6738694586767654,0.5970149253731343,0.0,0.01,linear_then_last,far_s404,far,725,81,72,404
eval_balanced_refusal,0.9474625,0.8825,0.535,0.01,linear_then_last,far_s404,far,725,81,72,404
eval_daily_dilemmas,0.9695960016659726,0.8979591836734694,0.6938775510204082,0.01,linear_then_last,far_s404,far,725,81,72,404
mean,0.8954071630960652,0.7910597037322391,0.307219387755102,0.01,linear_then_last,far_s404,far,725,81,72,404
eval_ai_dilemmas,0.8963019031141869,0.5220588235294118,0.0,0.01,linear_then_last,far_s42,far,725,81,72,42
eval_ant_hh,0.6860102472711072,0.6194029850746269,0.0,0.01,linear_then_last,far_s42,far,725,81,72,42
eval_balanced_refusal,0.960025,0.9025,0.695,0.01,linear_then_last,far_s42,far,725,81,72,42
eval_daily_dilemmas,0.9442419825072884,0.7653061224489796,0.0,0.01,linear_then_last,far_s42,far,725,81,72,42
mean,0.8716447832231455,0.7023169827632546,0.17375,0.01,linear_then_last,far_s42,far,725,81,72,42
eval_ai_dilemmas,0.9934039792387545,0.8970588235294118,0.0,0.01,linear_then_last,full_s101,full,806,0,72,101
eval_ant_hh,0.6955892180886611,0.6417910447761194,0.0,0.01,linear_then_last,full_s101,full,806,0,72,101
eval_balanced_refusal,0.93865,0.87,0.43,0.01,linear_then_last,full_s101,full,806,0,72,101
eval_daily_dilemmas,0.9648063306955436,0.8928571428571429,0.0,0.01,linear_then_last,full_s101,full,806,0,72,101
mean,0.8981123820057398,0.8254267527906685,0.1075,0.01,linear_then_last,full_s101,full,806,0,72,101
eval_ai_dilemmas,0.9911332179930796,0.7352941176470589,0.9558823529411764,0.01,linear_then_last,full_s202,full,806,0,72,202
eval_ant_hh,0.6748719091111606,0.6194029850746269,0.0,0.01,linear_then_last,full_s202,full,806,0,72,202
eval_balanced_refusal,0.9549875,0.9025,0.61,0.01,linear_then_last,full_s202,full,806,0,72,202
eval_daily_dilemmas,0.9695439400249896,0.9132653061224488,0.0,0.01,linear_then_last,full_s202,full,806,0,72,202
mean,0.8976341417823075,0.7926156022110336,0.3914705882352941,0.01,linear_then_last,full_s202,full,806,0,72,202
eval_ai_dilemmas,0.9922145328719724,0.8823529411764706,0.9558823529411764,0.01,linear_then_last,full_s303,full,806,0,72,303
eval_ant_hh,0.6749832924927601,0.6119402985074627,0.0,0.01,linear_then_last,full_s303,full,806,0,72,303
eval_balanced_refusal,0.9376,0.875,0.53,0.01,linear_then_last,full_s303,full,806,0,72,303
eval_daily_dilemmas,0.9700645564348188,0.9183673469387756,0.6632653061224489,0.01,linear_then_last,full_s303,full,806,0,72,303
mean,0.8937155954498879,0.8219151466556771,0.5372869147659063,0.01,linear_then_last,full_s303,full,806,0,72,303
eval_ai_dilemmas,0.9817257785467128,0.6985294117647058,0.9411764705882352,0.01,linear_then_last,full_s404,full,806,0,72,404
eval_ant_hh,0.6622855869904211,0.6268656716417911,0.0,0.01,linear_then_last,full_s404,full,806,0,72,404
eval_balanced_refusal,0.96075,0.9075,0.605,0.01,linear_then_last,full_s404,full,806,0,72,404
eval_daily_dilemmas,0.9586109954185756,0.8877551020408163,0.0,0.01,linear_then_last,full_s404,full,806,0,72,404
mean,0.8908430902389274,0.7801625463618282,0.3865441176470588,0.01,linear_then_last,full_s404,full,806,0,72,404
eval_ai_dilemmas,0.9917820069204152,0.8014705882352942,0.9558823529411764,0.01,linear_then_last,full_s42,full,806,0,72,42
eval_ant_hh,0.6897972822454889,0.6194029850746269,0.0,0.01,linear_then_last,full_s42,full,806,0,72,42
eval_balanced_refusal,0.9182875,0.85,0.49,0.01,linear_then_last,full_s42,full,806,0,72,42
eval_daily_dilemmas,0.9548104956268222,0.8826530612244898,0.0,0.01,linear_then_last,full_s42,full,806,0,72,42
mean,0.8886693211981815,0.7883816586336028,0.3614705882352941,0.01,linear_then_last,full_s42,full,806,0,72,42
eval_ai_dilemmas,0.986916089965398,0.8602941176470589,0.0,0.01,linear_then_last,near_s101,near,725,81,72,101
eval_ant_hh,0.7124081087101806,0.6343283582089553,0.0,0.01,linear_then_last,near_s101,near,725,81,72,101
eval_balanced_refusal,0.9340125,0.855,0.455,0.01,linear_then_last,near_s101,near,725,81,72,101
eval_daily_dilemmas,0.9571532694710536,0.8979591836734694,0.5306122448979592,0.01,linear_then_last,near_s101,near,725,81,72,101
mean,0.8976224920366581,0.8118954148823709,0.2464030612244898,0.01,linear_then_last,near_s101,near,725,81,72,101
eval_ai_dilemmas,0.9919982698961938,0.8529411764705882,0.0,0.01,linear_then_last,near_s202,near,725,81,72,202
eval_ant_hh,0.6734239251503676,0.6044776119402985,0.0,0.01,linear_then_last,near_s202,near,725,81,72,202
eval_balanced_refusal,0.9579,0.89,0.57,0.01,linear_then_last,near_s202,near,725,81,72,202
eval_daily_dilemmas,0.9743336109954186,0.8979591836734694,0.7142857142857143,0.01,linear_then_last,near_s202,near,725,81,72,202
mean,0.8994139515104951,0.811344493021089,0.3210714285714285,0.01,linear_then_last,near_s202,near,725,81,72,202
eval_ai_dilemmas,0.992430795847751,0.9632352941176472,0.9411764705882352,0.01,linear_then_last,near_s303,near,725,81,72,303
eval_ant_hh,0.690020049008688,0.5970149253731343,0.0,0.01,linear_then_last,near_s303,near,725,81,72,303
eval_balanced_refusal,0.9402125,0.8425,0.51,0.01,linear_then_last,near_s303,near,725,81,72,303
eval_daily_dilemmas,0.9723032069970844,0.9081632653061223,0.6122448979591837,0.01,linear_then_last,near_s303,near,725,81,72,303
mean,0.8987416379633808,0.8277283711992259,0.5158553421368548,0.01,linear_then_last,near_s303,near,725,81,72,303
eval_ai_dilemmas,0.9909169550173011,0.7352941176470589,0.0,0.01,linear_then_last,near_s404,near,725,81,72,404
eval_ant_hh,0.706059255959011,0.6119402985074627,0.0,0.01,linear_then_last,near_s404,near,725,81,72,404
eval_balanced_refusal,0.941275,0.87,0.545,0.01,linear_then_last,near_s404,near,725,81,72,404
eval_daily_dilemmas,0.9707413577675968,0.8877551020408163,0.6938775510204082,0.01,linear_then_last,near_s404,near,725,81,72,404
mean,0.9022481421859772,0.7762473795488345,0.309719387755102,0.01,linear_then_last,near_s404,near,725,81,72,404
eval_ai_dilemmas,0.981293252595156,0.8088235294117647,0.8970588235294118,0.01,linear_then_last,near_s42,near,725,81,72,42
eval_ant_hh,0.7145243929605704,0.6417910447761194,0.0,0.01,linear_then_last,near_s42,near,725,81,72,42
eval_balanced_refusal,0.93885,0.8825,0.545,0.01,linear_then_last,near_s42,near,725,81,72,42
eval_daily_dilemmas,0.9504893794252396,0.8775510204081632,0.5714285714285714,0.01,linear_then_last,near_s42,near,725,81,72,42
mean,0.8962892562452414,0.8026663986490118,0.5033718487394958,0.01,linear_then_last,near_s42,near,725,81,72,42
eval_ai_dilemmas,0.994809688581315,0.9117647058823528,0.0,0.01,linear_then_last,neardraw_d0_s101,neardraw,725,81,72,101
eval_ant_hh,0.6973713521942526,0.6194029850746269,0.0,0.01,linear_then_last,neardraw_d0_s101,neardraw,725,81,72,101
eval_balanced_refusal,0.9364625,0.8775,0.39,0.01,linear_then_last,neardraw_d0_s101,neardraw,725,81,72,101
eval_daily_dilemmas,0.9675135360266556,0.903061224489796,0.0,0.01,linear_then_last,neardraw_d0_s101,neardraw,725,81,72,101
mean,0.8990392692005558,0.8279322288616939,0.0975,0.01,linear_then_last,neardraw_d0_s101,neardraw,725,81,72,101
eval_ai_dilemmas,0.9969723183391004,0.9705882352941176,0.9411764705882352,0.01,linear_then_last,neardraw_d0_s202,neardraw,725,81,72,202
eval_ant_hh,0.6407885943417241,0.5522388059701493,0.0,0.01,linear_then_last,neardraw_d0_s202,neardraw,725,81,72,202
eval_balanced_refusal,0.9562,0.8775,0.56,0.01,linear_then_last,neardraw_d0_s202,neardraw,725,81,72,202
eval_daily_dilemmas,0.9754789670970428,0.9081632653061223,0.7142857142857143,0.01,linear_then_last,neardraw_d0_s202,neardraw,725,81,72,202
mean,0.8923599699444668,0.8271225766425974,0.5538655462184874,0.01,linear_then_last,neardraw_d0_s202,neardraw,725,81,72,202
eval_ai_dilemmas,0.9796712802768168,0.9264705882352942,0.0,0.01,linear_then_last,neardraw_d0_s303,neardraw,725,81,72,303
eval_ant_hh,0.7037202049454221,0.6268656716417911,0.0,0.01,linear_then_last,neardraw_d0_s303,neardraw,725,81,72,303
eval_balanced_refusal,0.9259625,0.8475,0.385,0.01,linear_then_last,neardraw_d0_s303,neardraw,725,81,72,303
eval_daily_dilemmas,0.9339858392336526,0.8316326530612245,0.3673469387755102,0.01,linear_then_last,neardraw_d0_s303,neardraw,725,81,72,303
mean,0.8858349561139728,0.8081172282345774,0.1880867346938775,0.01,linear_then_last,neardraw_d0_s303,neardraw,725,81,72,303
eval_ai_dilemmas,0.9926470588235294,0.9044117647058824,0.9558823529411764,0.01,linear_then_last,neardraw_d0_s404,neardraw,725,81,72,404
eval_ant_hh,0.6809979950991312,0.6044776119402985,0.0,0.01,linear_then_last,neardraw_d0_s404,neardraw,725,81,72,404
eval_balanced_refusal,0.946225,0.8775,0.565,0.01,linear_then_last,neardraw_d0_s404,neardraw,725,81,72,404
eval_daily_dilemmas,0.9694918783840066,0.9081632653061223,0.0,0.01,linear_then_last,neardraw_d0_s404,neardraw,725,81,72,404
mean,0.8973404830766668,0.8236381604880758,0.3802205882352941,0.01,linear_then_last,neardraw_d0_s404,neardraw,725,81,72,404
eval_ai_dilemmas,0.9762110726643598,0.8308823529411765,0.8235294117647058,0.01,linear_then_last,neardraw_d0_s42,neardraw,725,81,72,42
eval_ant_hh,0.6840053464023168,0.6119402985074627,0.0,0.01,linear_then_last,neardraw_d0_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.910425,0.835,0.46,0.01,linear_then_last,neardraw_d0_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9182632236568096,0.8469387755102041,0.0,0.01,linear_then_last,neardraw_d0_s42,neardraw,725,81,72,42
mean,0.8722261606808716,0.7811903567397108,0.3208823529411764,0.01,linear_then_last,neardraw_d0_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9963235294117648,0.8602941176470589,0.9558823529411764,0.01,linear_then_last,neardraw_d1_s42,neardraw,725,81,72,42
eval_ant_hh,0.6884606816662954,0.5895522388059702,0.0,0.01,linear_then_last,neardraw_d1_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.917525,0.865,0.515,0.01,linear_then_last,neardraw_d1_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9781861724281548,0.903061224489796,0.0,0.01,linear_then_last,neardraw_d1_s42,neardraw,725,81,72,42
mean,0.8951238458765537,0.8044768952357062,0.3677205882352941,0.01,linear_then_last,neardraw_d1_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9895112456747404,0.9338235294117648,0.7941176470588235,0.01,linear_then_last,neardraw_d2_s42,neardraw,725,81,72,42
eval_ant_hh,0.6894631321006905,0.6268656716417911,0.0,0.01,linear_then_last,neardraw_d2_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.957475,0.88,0.615,0.01,linear_then_last,neardraw_d2_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9594960433152852,0.8775510204081632,0.5918367346938775,0.01,linear_then_last,neardraw_d2_s42,neardraw,725,81,72,42
mean,0.8989863552726791,0.8295600553654298,0.5002385954381753,0.01,linear_then_last,neardraw_d2_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9923226643598616,0.8823529411764706,0.9117647058823528,0.01,linear_then_last,neardraw_d3_s42,neardraw,725,81,72,42
eval_ant_hh,0.6831142793495211,0.5970149253731343,0.0,0.01,linear_then_last,neardraw_d3_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.9255124999999998,0.85,0.53,0.01,linear_then_last,neardraw_d3_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9401811745106204,0.8826530612244898,0.0,0.01,linear_then_last,neardraw_d3_s42,neardraw,725,81,72,42
mean,0.8852826545550008,0.8030052319435237,0.3604411764705882,0.01,linear_then_last,neardraw_d3_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9945934256055364,0.9558823529411764,0.0,0.01,linear_then_last,neardraw_d4_s42,neardraw,725,81,72,42
eval_ant_hh,0.6848964134551124,0.6119402985074627,0.0,0.01,linear_then_last,neardraw_d4_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.94015,0.865,0.505,0.01,linear_then_last,neardraw_d4_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9683985839233652,0.903061224489796,0.6530612244897959,0.01,linear_then_last,neardraw_d4_s42,neardraw,725,81,72,42
mean,0.8970096057460035,0.8339709689846087,0.2895153061224489,0.01,linear_then_last,neardraw_d4_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.985726643598616,0.9558823529411764,0.8088235294117647,0.01,linear_then_last,neardraw_d5_s42,neardraw,725,81,72,42
eval_ant_hh,0.7223212296725329,0.6492537313432836,0.0,0.01,linear_then_last,neardraw_d5_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.9450125,0.8475,0.585,0.01,linear_then_last,neardraw_d5_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9678259058725532,0.8673469387755102,0.6530612244897959,0.01,linear_then_last,neardraw_d5_s42,neardraw,725,81,72,42
mean,0.9052215697859256,0.8299957557649926,0.5117211884753902,0.01,linear_then_last,neardraw_d5_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9915657439446368,0.875,0.9117647058823528,0.01,linear_then_last,neardraw_d6_s42,neardraw,725,81,72,42
eval_ant_hh,0.7007128536422367,0.5970149253731343,0.0,0.01,linear_then_last,neardraw_d6_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.9292625,0.8525,0.46,0.01,linear_then_last,neardraw_d6_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9738650562265724,0.9081632653061223,0.6632653061224489,0.01,linear_then_last,neardraw_d6_s42,neardraw,725,81,72,42
mean,0.8988515384533614,0.8081695476698142,0.5087575030012005,0.01,linear_then_last,neardraw_d6_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.993728373702422,0.8897058823529411,0.9558823529411764,0.01,linear_then_last,neardraw_d7_s42,neardraw,725,81,72,42
eval_ant_hh,0.707507239919804,0.6417910447761194,0.0,0.01,linear_then_last,neardraw_d7_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.9046625,0.8325,0.0,0.01,linear_then_last,neardraw_d7_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9613702623906704,0.8928571428571429,0.0,0.01,linear_then_last,neardraw_d7_s42,neardraw,725,81,72,42
mean,0.8918170940032242,0.8142135174965508,0.2389705882352941,0.01,linear_then_last,neardraw_d7_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9939446366782008,0.9558823529411764,0.9117647058823528,0.01,linear_then_last,neardraw_d8_s42,neardraw,725,81,72,42
eval_ant_hh,0.7022722209846292,0.6119402985074627,0.0,0.01,linear_then_last,neardraw_d8_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.92435,0.8475,0.515,0.01,linear_then_last,neardraw_d8_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9592877967513536,0.8928571428571429,0.6530612244897959,0.01,linear_then_last,neardraw_d8_s42,neardraw,725,81,72,42
mean,0.8949636636035458,0.8270449485764455,0.5199564825930372,0.01,linear_then_last,neardraw_d8_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.9859429065743944,0.8382352941176471,0.8970588235294118,0.01,linear_then_last,neardraw_d9_s42,neardraw,725,81,72,42
eval_ant_hh,0.6936957006014702,0.6268656716417911,0.0,0.01,linear_then_last,neardraw_d9_s42,neardraw,725,81,72,42
eval_balanced_refusal,0.943,0.8675,0.53,0.01,linear_then_last,neardraw_d9_s42,neardraw,725,81,72,42
eval_daily_dilemmas,0.9465326947105374,0.8877551020408163,0.0,0.01,linear_then_last,neardraw_d9_s42,neardraw,725,81,72,42
mean,0.8922928254716006,0.8050890169500637,0.356764705882353,0.01,linear_then_last,neardraw_d9_s42,neardraw,725,81,72,42
eval_ai_dilemmas,0.6176470588235294,0.6176470588235294,0.0,0.01,linear_then_max,far_s101,far,725,81,72,101
eval_ant_hh,0.671864557807975,0.664179104477612,0.2388059701492537,0.01,linear_then_max,far_s101,far,725,81,72,101
eval_balanced_refusal,0.7325,0.7325,0.0,0.01,linear_then_max,far_s101,far,725,81,72,101
eval_daily_dilemmas,0.8889525197834235,0.8826530612244898,0.5816326530612245,0.01,linear_then_max,far_s101,far,725,81,72,101
mean,0.727741034103732,0.7242448061314078,0.2051096558026195,0.01,linear_then_max,far_s101,far,725,81,72,101
eval_ai_dilemmas,0.4927551903114187,0.5,0.0147058823529411,0.01,linear_then_max,far_s202,far,725,81,72,202
eval_ant_hh,0.6870126977055024,0.664179104477612,0.1641791044776119,0.01,linear_then_max,far_s202,far,725,81,72,202
eval_balanced_refusal,0.7075,0.7075,0.0,0.01,linear_then_max,far_s202,far,725,81,72,202
eval_daily_dilemmas,0.5960016659725115,0.5918367346938775,0.0,0.01,linear_then_max,far_s202,far,725,81,72,202
mean,0.6208173884973581,0.6158789597928724,0.0447212467076382,0.01,linear_then_max,far_s202,far,725,81,72,202
eval_ai_dilemmas,0.5,0.5,0.0,0.01,linear_then_max,far_s303,far,725,81,72,303
eval_ant_hh,0.5,0.5,0.0,0.01,linear_then_max,far_s303,far,725,81,72,303
eval_balanced_refusal,0.5,0.5,0.0,0.01,linear_then_max,far_s303,far,725,81,72,303
eval_daily_dilemmas,0.5,0.5,0.0,0.01,linear_then_max,far_s303,far,725,81,72,303
mean,0.5,0.5,0.0,0.01,linear_then_max,far_s303,far,725,81,72,303
eval_ai_dilemmas,0.5147058823529412,0.5220588235294118,0.0,0.01,linear_then_max,far_s404,far,725,81,72,404
eval_ant_hh,0.6768768099799509,0.6343283582089553,0.0,0.01,linear_then_max,far_s404,far,725,81,72,404
eval_balanced_refusal,0.77,0.77,0.0,0.01,linear_then_max,far_s404,far,725,81,72,404
eval_daily_dilemmas,0.7323511037067888,0.7295918367346939,0.0,0.01,linear_then_max,far_s404,far,725,81,72,404
mean,0.6734834490099203,0.6639947546182652,0.0,0.01,linear_then_max,far_s404,far,725,81,72,404
eval_ai_dilemmas,0.5514705882352942,0.5588235294117647,0.0,0.01,linear_then_max,far_s42,far,725,81,72,42
eval_ant_hh,0.6782134105591445,0.664179104477612,0.1791044776119403,0.01,linear_then_max,far_s42,far,725,81,72,42
eval_balanced_refusal,0.6950000000000001,0.695,0.0,0.01,linear_then_max,far_s42,far,725,81,72,42
eval_daily_dilemmas,0.8333506872136609,0.8316326530612245,0.0,0.01,linear_then_max,far_s42,far,725,81,72,42
mean,0.6895086715020249,0.6874088217376503,0.044776119402985,0.01,linear_then_max,far_s42,far,725,81,72,42
eval_ai_dilemmas,0.5808823529411765,0.5882352941176471,0.0,0.01,linear_then_max,full_s101,full,806,0,72,101
eval_ant_hh,0.7343506348852751,0.7014925373134329,0.0,0.01,linear_then_max,full_s101,full,806,0,72,101
eval_balanced_refusal,0.7761125,0.775,0.5,0.01,linear_then_max,full_s101,full,806,0,72,101
eval_daily_dilemmas,0.8849958350687213,0.8826530612244898,0.4897959183673469,0.01,linear_then_max,full_s101,full,806,0,72,101
mean,0.7440853307237932,0.7368452231638924,0.2474489795918367,0.01,linear_then_max,full_s101,full,806,0,72,101
eval_ai_dilemmas,0.5073529411764706,0.5147058823529411,0.0,0.01,linear_then_max,full_s202,full,806,0,72,202
eval_ant_hh,0.715638226776565,0.6940298507462687,0.0,0.01,linear_then_max,full_s202,full,806,0,72,202
eval_balanced_refusal,0.7424999999999999,0.7425,0.0,0.01,linear_then_max,full_s202,full,806,0,72,202
eval_daily_dilemmas,0.8354331528529779,0.8316326530612245,0.5510204081632653,0.01,linear_then_max,full_s202,full,806,0,72,202
mean,0.7002310802015033,0.6957170965401086,0.1377551020408163,0.01,linear_then_max,full_s202,full,806,0,72,202
eval_ai_dilemmas,0.5,0.5073529411764706,0.0147058823529411,0.01,linear_then_max,full_s303,full,806,0,72,303
eval_ant_hh,0.6992648696814436,0.6791044776119403,0.2238805970149253,0.01,linear_then_max,full_s303,full,806,0,72,303
eval_balanced_refusal,0.75,0.75,0.0,0.01,linear_then_max,full_s303,full,806,0,72,303
eval_daily_dilemmas,0.8006039150354018,0.7959183673469388,0.5612244897959183,0.01,linear_then_max,full_s303,full,806,0,72,303
mean,0.6874671961792114,0.6830939465338375,0.1999527422909462,0.01,linear_then_max,full_s303,full,806,0,72,303
eval_ai_dilemmas,0.5294117647058824,0.5367647058823529,0.0,0.01,linear_then_max,full_s404,full,806,0,72,404
eval_ant_hh,0.6560481176208509,0.6567164179104478,0.0,0.01,linear_then_max,full_s404,full,806,0,72,404
eval_balanced_refusal,0.7675000000000001,0.7675,0.0,0.01,linear_then_max,full_s404,full,806,0,72,404
eval_daily_dilemmas,0.7747813411078718,0.7704081632653061,0.4795918367346938,0.01,linear_then_max,full_s404,full,806,0,72,404
mean,0.6819353058586513,0.6828473217645268,0.1198979591836734,0.01,linear_then_max,full_s404,full,806,0,72,404
eval_ai_dilemmas,0.7964965397923877,0.7941176470588235,0.4705882352941176,0.01,linear_then_max,full_s42,full,806,0,72,42
eval_ant_hh,0.7533971931387837,0.7164179104477612,0.0,0.01,linear_then_max,full_s42,full,806,0,72,42
eval_balanced_refusal,0.8152999999999999,0.8125,0.63,0.01,linear_then_max,full_s42,full,806,0,72,42
