dataset,auroc,accuracy,tpr_at_fpr,fpr,arch,run,arm,n_kept,n_dropped,n_excluded,init_seed
eval_balanced_refusal,0.7475,0.7475,0.0,0.01,linear_then_max,full_s909,full,736,0,142,909
eval_daily_dilemmas,0.7828508954602248,0.7806122448979592,0.0,0.01,linear_then_max,full_s909,full,736,0,142,909
mean,0.7001175844392704,0.6933208619268604,0.0,0.01,linear_then_max,full_s909,full,736,0,142,909
eval_ai_dilemmas,0.8308823529411764,0.8308823529411765,0.0,0.01,linear_then_max,neardraw_d0_s42,neardraw,662,74,142,42
eval_ant_hh,0.7102918244597906,0.6791044776119403,0.0,0.01,linear_then_max,neardraw_d0_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.7725,0.7725,0.0,0.01,linear_then_max,neardraw_d0_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8636505622657227,0.8622448979591837,0.0,0.01,linear_then_max,neardraw_d0_s42,neardraw,662,74,142,42
mean,0.7943311849166724,0.7861829321280751,0.0,0.01,linear_then_max,neardraw_d0_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.5220588235294118,0.5294117647058824,0.0,0.01,linear_then_max,neardraw_d1_s42,neardraw,662,74,142,42
eval_ant_hh,0.6650701715304076,0.6492537313432836,0.0,0.01,linear_then_max,neardraw_d1_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.7672875,0.765,0.52,0.01,linear_then_max,neardraw_d1_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7879008746355685,0.7857142857142857,0.0,0.01,linear_then_max,neardraw_d1_s42,neardraw,662,74,142,42
mean,0.685579342423847,0.6823449454408629,0.13,0.01,linear_then_max,neardraw_d1_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.5,0.5073529411764706,0.0,0.01,linear_then_max,neardraw_d2_s42,neardraw,662,74,142,42
eval_ant_hh,0.6858988638895076,0.6492537313432836,0.0,0.01,linear_then_max,neardraw_d2_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.7925,0.7925,0.0,0.01,linear_then_max,neardraw_d2_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8564139941690962,0.8520408163265306,0.6428571428571429,0.01,linear_then_max,neardraw_d2_s42,neardraw,662,74,142,42
mean,0.708703214514651,0.7002868722115712,0.1607142857142857,0.01,linear_then_max,neardraw_d2_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.5588235294117647,0.5661764705882353,0.0,0.01,linear_then_max,neardraw_d3_s42,neardraw,662,74,142,42
eval_ant_hh,0.697705502339051,0.6791044776119403,0.0,0.01,linear_then_max,neardraw_d3_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.79,0.79,0.0,0.01,linear_then_max,neardraw_d3_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8587567680133278,0.8520408163265306,0.5204081632653061,0.01,linear_then_max,neardraw_d3_s42,neardraw,662,74,142,42
mean,0.7263214499410359,0.7218304411316765,0.1301020408163265,0.01,linear_then_max,neardraw_d3_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.5073529411764706,0.5147058823529411,0.0,0.01,linear_then_max,neardraw_d4_s42,neardraw,662,74,142,42
eval_ant_hh,0.6020271775451103,0.5895522388059702,0.0,0.01,linear_then_max,neardraw_d4_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.7325,0.7325,0.0,0.01,linear_then_max,neardraw_d4_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7273011245314452,0.7244897959183674,0.0,0.01,linear_then_max,neardraw_d4_s42,neardraw,662,74,142,42
mean,0.6422953108132565,0.6403119792693197,0.0,0.01,linear_then_max,neardraw_d4_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.5852076124567475,0.5955882352941176,0.0294117647058823,0.01,linear_then_max,neardraw_d5_s42,neardraw,662,74,142,42
eval_ant_hh,0.7370238360436622,0.7238805970149254,0.0,0.01,linear_then_max,neardraw_d5_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.775,0.775,0.0,0.01,linear_then_max,neardraw_d5_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7525510204081632,0.75,0.0,0.01,linear_then_max,neardraw_d5_s42,neardraw,662,74,142,42
mean,0.7124456172271432,0.7111172080772608,0.0073529411764705,0.01,linear_then_max,neardraw_d5_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.4926470588235294,0.5,0.0,0.01,linear_then_max,neardraw_d6_s42,neardraw,662,74,142,42
eval_ant_hh,0.6855647137447094,0.6492537313432836,0.0,0.01,linear_then_max,neardraw_d6_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.77,0.77,0.0,0.01,linear_then_max,neardraw_d6_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.6566014160766348,0.6530612244897959,0.0,0.01,linear_then_max,neardraw_d6_s42,neardraw,662,74,142,42
mean,0.6512032971612184,0.6430787389582698,0.0,0.01,linear_then_max,neardraw_d6_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.8308823529411764,0.8308823529411765,0.0,0.01,linear_then_max,neardraw_d7_s42,neardraw,662,74,142,42
eval_ant_hh,0.6840053464023168,0.6567164179104478,0.0,0.01,linear_then_max,neardraw_d7_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.7825,0.7825,0.0,0.01,linear_then_max,neardraw_d7_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.9615785089546024,0.9540816326530612,0.673469387755102,0.01,linear_then_max,neardraw_d7_s42,neardraw,662,74,142,42
mean,0.8147415520745238,0.8060451008761713,0.1683673469387755,0.01,linear_then_max,neardraw_d7_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.5588235294117647,0.5661764705882353,0.0,0.01,linear_then_max,neardraw_d8_s42,neardraw,662,74,142,42
eval_ant_hh,0.6921363332590778,0.6791044776119403,0.0,0.01,linear_then_max,neardraw_d8_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.7849999999999999,0.785,0.0,0.01,linear_then_max,neardraw_d8_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7778009162848812,0.7755102040816326,0.0,0.01,linear_then_max,neardraw_d8_s42,neardraw,662,74,142,42
mean,0.7034401947389309,0.701447788070452,0.0,0.01,linear_then_max,neardraw_d8_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.5220588235294118,0.5294117647058824,0.0,0.01,linear_then_max,neardraw_d9_s42,neardraw,662,74,142,42
eval_ant_hh,0.6580530184896414,0.6268656716417911,0.0,0.01,linear_then_max,neardraw_d9_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.74,0.74,0.0,0.01,linear_then_max,neardraw_d9_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7828508954602248,0.7806122448979592,0.0,0.01,linear_then_max,neardraw_d9_s42,neardraw,662,74,142,42
mean,0.6757406843698195,0.6692224203114081,0.0,0.01,linear_then_max,neardraw_d9_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6439230103806228,0.5073529411764706,0.0,0.01,linear_then_mean,far_s101,far,662,74,142,101
eval_ant_hh,0.7758966362218757,0.7164179104477612,0.0,0.01,linear_then_mean,far_s101,far,662,74,142,101
eval_balanced_refusal,0.8759625,0.78,0.0,0.01,linear_then_mean,far_s101,far,662,74,142,101
eval_daily_dilemmas,0.8172115785089545,0.7295918367346939,0.0,0.01,linear_then_mean,far_s101,far,662,74,142,101
mean,0.7782484312778633,0.6833406720897315,0.0,0.01,linear_then_mean,far_s101,far,662,74,142,101
eval_ai_dilemmas,0.642409169550173,0.5073529411764706,0.0,0.01,linear_then_mean,far_s202,far,662,74,142,202
eval_ant_hh,0.7723323680106928,0.7089552238805971,0.0,0.01,linear_then_mean,far_s202,far,662,74,142,202
eval_balanced_refusal,0.8791625,0.785,0.29,0.01,linear_then_mean,far_s202,far,662,74,142,202
eval_daily_dilemmas,0.8144002498958767,0.7091836734693877,0.1020408163265306,0.01,linear_then_mean,far_s202,far,662,74,142,202
mean,0.7770760718641856,0.6776229596316139,0.0980102040816326,0.01,linear_then_mean,far_s202,far,662,74,142,202
eval_ai_dilemmas,0.6494377162629758,0.5073529411764706,0.0,0.01,linear_then_mean,far_s303,far,662,74,142,303
eval_ant_hh,0.7783470706170639,0.7089552238805971,0.0,0.01,linear_then_mean,far_s303,far,662,74,142,303
eval_balanced_refusal,0.8801125000000001,0.7925,0.295,0.01,linear_then_mean,far_s303,far,662,74,142,303
eval_daily_dilemmas,0.8144002498958767,0.7091836734693877,0.1428571428571428,0.01,linear_then_mean,far_s303,far,662,74,142,303
mean,0.7805743841939792,0.6794979596316139,0.1094642857142857,0.01,linear_then_mean,far_s303,far,662,74,142,303
eval_ai_dilemmas,0.6404628027681661,0.5147058823529411,0.0,0.01,linear_then_mean,far_s404,far,662,74,142,404
eval_ant_hh,0.7687680997995099,0.7089552238805971,0.0,0.01,linear_then_mean,far_s404,far,662,74,142,404
eval_balanced_refusal,0.878725,0.7775,0.29,0.01,linear_then_mean,far_s404,far,662,74,142,404
eval_daily_dilemmas,0.8056538942107455,0.6989795918367347,0.0,0.01,linear_then_mean,far_s404,far,662,74,142,404
mean,0.7734024491946053,0.6750351745175682,0.0725,0.01,linear_then_mean,far_s404,far,662,74,142,404
eval_ai_dilemmas,0.644788062283737,0.5073529411764706,0.0588235294117647,0.01,linear_then_mean,far_s42,far,662,74,142,42
eval_ant_hh,0.7680997995099131,0.7014925373134329,0.0,0.01,linear_then_mean,far_s42,far,662,74,142,42
eval_balanced_refusal,0.8777999999999999,0.78,0.305,0.01,linear_then_mean,far_s42,far,662,74,142,42
eval_daily_dilemmas,0.8064868804664723,0.7040816326530612,0.1224489795918367,0.01,linear_then_mean,far_s42,far,662,74,142,42
mean,0.7742936855650305,0.6732317777857412,0.1215681272509003,0.01,linear_then_mean,far_s42,far,662,74,142,42
eval_ai_dilemmas,0.6408953287197231,0.5073529411764706,0.0735294117647058,0.01,linear_then_mean,far_s505,far,662,74,142,505
eval_ant_hh,0.7692136333259078,0.7089552238805971,0.0,0.01,linear_then_mean,far_s505,far,662,74,142,505
eval_balanced_refusal,0.8733749999999999,0.785,0.305,0.01,linear_then_mean,far_s505,far,662,74,142,505
eval_daily_dilemmas,0.810807996668055,0.6938775510204082,0.0,0.01,linear_then_mean,far_s505,far,662,74,142,505
mean,0.7735729896784214,0.673796429019369,0.0946323529411764,0.01,linear_then_mean,far_s505,far,662,74,142,505
eval_ai_dilemmas,0.6445717993079584,0.5073529411764706,0.0,0.01,linear_then_mean,far_s606,far,662,74,142,606
eval_ant_hh,0.7660948986411228,0.7164179104477612,0.0,0.01,linear_then_mean,far_s606,far,662,74,142,606
eval_balanced_refusal,0.8807499999999999,0.7825,0.29,0.01,linear_then_mean,far_s606,far,662,74,142,606
eval_daily_dilemmas,0.8110162432319866,0.7040816326530612,0.0,0.01,linear_then_mean,far_s606,far,662,74,142,606
mean,0.7756082352952669,0.6775881210693231,0.0725,0.01,linear_then_mean,far_s606,far,662,74,142,606
eval_ai_dilemmas,0.6481401384083045,0.5073529411764706,0.0735294117647058,0.01,linear_then_mean,far_s707,far,662,74,142,707
eval_ant_hh,0.7724437513922923,0.7164179104477612,0.0,0.01,linear_then_mean,far_s707,far,662,74,142,707
eval_balanced_refusal,0.8794375000000001,0.7725,0.29,0.01,linear_then_mean,far_s707,far,662,74,142,707
eval_daily_dilemmas,0.8016451478550604,0.7091836734693877,0.0,0.01,linear_then_mean,far_s707,far,662,74,142,707
mean,0.7754166344139144,0.6763636312734048,0.0908823529411764,0.01,linear_then_mean,far_s707,far,662,74,142,707
eval_ai_dilemmas,0.6376513840830449,0.5073529411764706,0.0,0.01,linear_then_mean,far_s808,far,662,74,142,808
eval_ant_hh,0.7678770327467143,0.7164179104477612,0.0,0.01,linear_then_mean,far_s808,far,662,74,142,808
eval_balanced_refusal,0.8729875,0.765,0.29,0.01,linear_then_mean,far_s808,far,662,74,142,808
eval_daily_dilemmas,0.8070595585172845,0.6836734693877551,0.1122448979591836,0.01,linear_then_mean,far_s808,far,662,74,142,808
mean,0.771393868836761,0.6681110802529967,0.1005612244897959,0.01,linear_then_mean,far_s808,far,662,74,142,808
eval_ai_dilemmas,0.6485726643598616,0.5367647058823529,0.0,0.01,linear_then_mean,far_s909,far,662,74,142,909
eval_ant_hh,0.7697705502339052,0.7089552238805971,0.0,0.01,linear_then_mean,far_s909,far,662,74,142,909
eval_balanced_refusal,0.8863000000000001,0.795,0.295,0.01,linear_then_mean,far_s909,far,662,74,142,909
eval_daily_dilemmas,0.8102353186172429,0.7244897959183674,0.0,0.01,linear_then_mean,far_s909,far,662,74,142,909
mean,0.7787196333027525,0.6913024314203293,0.07375,0.01,linear_then_mean,far_s909,far,662,74,142,909
eval_ai_dilemmas,0.6408953287197231,0.5073529411764706,0.0,0.01,linear_then_mean,full_s101,full,736,0,142,101
eval_ant_hh,0.7909333927378035,0.7164179104477612,0.0,0.01,linear_then_mean,full_s101,full,736,0,142,101
eval_balanced_refusal,0.8747874999999999,0.7775,0.0,0.01,linear_then_mean,full_s101,full,736,0,142,101
eval_daily_dilemmas,0.7998750520616409,0.6989795918367347,0.0,0.01,linear_then_mean,full_s101,full,736,0,142,101
mean,0.7766228183797919,0.6750626108652416,0.0,0.01,linear_then_mean,full_s101,full,736,0,142,101
eval_ai_dilemmas,0.6380839100346021,0.5,0.0,0.01,linear_then_mean,full_s202,full,736,0,142,202
eval_ant_hh,0.7841390064602362,0.7164179104477612,0.0,0.01,linear_then_mean,full_s202,full,736,0,142,202
eval_balanced_refusal,0.8797499999999999,0.785,0.315,0.01,linear_then_mean,full_s202,full,736,0,142,202
eval_daily_dilemmas,0.7987817576009996,0.673469387755102,0.0,0.01,linear_then_mean,full_s202,full,736,0,142,202
mean,0.7751886685239595,0.6687218245507158,0.07875,0.01,linear_then_mean,full_s202,full,736,0,142,202
eval_ai_dilemmas,0.635705017301038,0.5073529411764706,0.0,0.01,linear_then_mean,full_s303,full,736,0,142,303
eval_ant_hh,0.7802405881042548,0.7238805970149254,0.0,0.01,linear_then_mean,full_s303,full,736,0,142,303
eval_balanced_refusal,0.8749,0.78,0.3,0.01,linear_then_mean,full_s303,full,736,0,142,303
eval_daily_dilemmas,0.7874843815077051,0.6887755102040817,0.0,0.01,linear_then_mean,full_s303,full,736,0,142,303
mean,0.7695824967282495,0.6750022620988695,0.075,0.01,linear_then_mean,full_s303,full,736,0,142,303
eval_ai_dilemmas,0.6342993079584776,0.5073529411764706,0.0,0.01,linear_then_mean,full_s404,full,736,0,142,404
eval_ant_hh,0.7959456449097795,0.7164179104477612,0.0,0.01,linear_then_mean,full_s404,full,736,0,142,404
eval_balanced_refusal,0.874275,0.7825,0.0,0.01,linear_then_mean,full_s404,full,736,0,142,404
eval_daily_dilemmas,0.7931591003748437,0.6887755102040817,0.0,0.01,linear_then_mean,full_s404,full,736,0,142,404
mean,0.7744197633107752,0.6737615904570783,0.0,0.01,linear_then_mean,full_s404,full,736,0,142,404
eval_ai_dilemmas,0.6358131487889274,0.5073529411764706,0.0,0.01,linear_then_mean,full_s42,full,736,0,142,42
eval_ant_hh,0.7810202717754511,0.7313432835820896,0.0,0.01,linear_then_mean,full_s42,full,736,0,142,42
eval_balanced_refusal,0.8814375,0.785,0.305,0.01,linear_then_mean,full_s42,full,736,0,142,42
eval_daily_dilemmas,0.8001874219075386,0.7091836734693877,0.0,0.01,linear_then_mean,full_s42,full,736,0,142,42
mean,0.7746145856179792,0.683219974556987,0.07625,0.01,linear_then_mean,full_s42,full,736,0,142,42
eval_ai_dilemmas,0.6370025951557093,0.5,0.0,0.01,linear_then_mean,full_s505,full,736,0,142,505
eval_ant_hh,0.7851414568946313,0.7089552238805971,0.0,0.01,linear_then_mean,full_s505,full,736,0,142,505
eval_balanced_refusal,0.8764124999999999,0.7825,0.335,0.01,linear_then_mean,full_s505,full,736,0,142,505
eval_daily_dilemmas,0.7933152852977925,0.7040816326530612,0.0,0.01,linear_then_mean,full_s505,full,736,0,142,505
mean,0.7729679593370333,0.6738842141334146,0.08375,0.01,linear_then_mean,full_s505,full,736,0,142,505
eval_ai_dilemmas,0.6314878892733563,0.5073529411764706,0.0,0.01,linear_then_mean,full_s606,full,736,0,142,606
eval_ant_hh,0.791267542882602,0.7164179104477612,0.0,0.01,linear_then_mean,full_s606,full,736,0,142,606
eval_balanced_refusal,0.8827375,0.7975,0.335,0.01,linear_then_mean,full_s606,full,736,0,142,606
eval_daily_dilemmas,0.7965951686797168,0.7040816326530612,0.1224489795918367,0.01,linear_then_mean,full_s606,full,736,0,142,606
mean,0.7755220252089188,0.6813381210693232,0.1143622448979591,0.01,linear_then_mean,full_s606,full,736,0,142,606
eval_ai_dilemmas,0.6317041522491349,0.5073529411764706,0.0,0.01,linear_then_mean,full_s707,full,736,0,142,707
eval_ant_hh,0.7820227222098463,0.7238805970149254,0.0,0.01,linear_then_mean,full_s707,full,736,0,142,707
eval_balanced_refusal,0.8774375,0.78,0.315,0.01,linear_then_mean,full_s707,full,736,0,142,707
eval_daily_dilemmas,0.7867555185339442,0.6836734693877551,0.0,0.01,linear_then_mean,full_s707,full,736,0,142,707
mean,0.7694799732482314,0.6737267518947878,0.07875,0.01,linear_then_mean,full_s707,full,736,0,142,707
eval_ai_dilemmas,0.6364619377162629,0.5073529411764706,0.0,0.01,linear_then_mean,full_s808,full,736,0,142,808
eval_ant_hh,0.79583426152818,0.7238805970149254,0.0,0.01,linear_then_mean,full_s808,full,736,0,142,808
eval_balanced_refusal,0.8753,0.7775,0.0,0.01,linear_then_mean,full_s808,full,736,0,142,808
eval_daily_dilemmas,0.7882132444814661,0.6836734693877551,0.0,0.01,linear_then_mean,full_s808,full,736,0,142,808
mean,0.7739523609314772,0.6731017518947877,0.0,0.01,linear_then_mean,full_s808,full,736,0,142,808
eval_ai_dilemmas,0.6389489619377163,0.5073529411764706,0.0,0.01,linear_then_mean,full_s909,full,736,0,142,909
eval_ant_hh,0.7872577411450212,0.7313432835820896,0.0,0.01,linear_then_mean,full_s909,full,736,0,142,909
eval_balanced_refusal,0.8757874999999999,0.78,0.315,0.01,linear_then_mean,full_s909,full,736,0,142,909
eval_daily_dilemmas,0.7908163265306122,0.6887755102040817,0.0,0.01,linear_then_mean,full_s909,full,736,0,142,909
mean,0.7732026324033374,0.6768679337406606,0.07875,0.01,linear_then_mean,full_s909,full,736,0,142,909
eval_ai_dilemmas,0.6366782006920415,0.5073529411764706,0.0,0.01,linear_then_mean,neardraw_d0_s42,neardraw,662,74,142,42
eval_ant_hh,0.7762307863666741,0.7164179104477612,0.0,0.01,linear_then_mean,neardraw_d0_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8831625000000001,0.7875,0.315,0.01,linear_then_mean,neardraw_d0_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8033111203665139,0.7142857142857143,0.0,0.01,linear_then_mean,neardraw_d0_s42,neardraw,662,74,142,42
mean,0.7748456518563074,0.6813891414774865,0.07875,0.01,linear_then_mean,neardraw_d0_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6428416955017301,0.5073529411764706,0.0,0.01,linear_then_mean,neardraw_d1_s42,neardraw,662,74,142,42
eval_ant_hh,0.7841390064602362,0.7164179104477612,0.0,0.01,linear_then_mean,neardraw_d1_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8781625000000001,0.775,0.32,0.01,linear_then_mean,neardraw_d1_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8070595585172844,0.7193877551020408,0.0918367346938775,0.01,linear_then_mean,neardraw_d1_s42,neardraw,662,74,142,42
mean,0.7780506901198128,0.679539651681568,0.1029591836734693,0.01,linear_then_mean,neardraw_d1_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6401384083044983,0.5073529411764706,0.0,0.01,linear_then_mean,neardraw_d2_s42,neardraw,662,74,142,42
eval_ant_hh,0.8073067498329249,0.7313432835820896,0.0,0.01,linear_then_mean,neardraw_d2_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8871375,0.7925,0.315,0.01,linear_then_mean,neardraw_d2_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7973760932944606,0.6989795918367347,0.0,0.01,linear_then_mean,neardraw_d2_s42,neardraw,662,74,142,42
mean,0.782989687857971,0.6825439541488237,0.07875,0.01,linear_then_mean,neardraw_d2_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6397058823529411,0.5073529411764706,0.0,0.01,linear_then_mean,neardraw_d3_s42,neardraw,662,74,142,42
eval_ant_hh,0.7824682557362441,0.7313432835820896,0.0,0.01,linear_then_mean,neardraw_d3_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.877,0.79,0.32,0.01,linear_then_mean,neardraw_d3_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7873281965847563,0.6989795918367347,0.1326530612244898,0.01,linear_then_mean,neardraw_d3_s42,neardraw,662,74,142,42
mean,0.7716255836684853,0.6819189541488238,0.1131632653061224,0.01,linear_then_mean,neardraw_d3_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6287846020761245,0.5,0.0,0.01,linear_then_mean,neardraw_d4_s42,neardraw,662,74,142,42
eval_ant_hh,0.7908220093562041,0.7388059701492538,0.0,0.01,linear_then_mean,neardraw_d4_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8688874999999999,0.765,0.0,0.01,linear_then_mean,neardraw_d4_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8044044148271553,0.6938775510204082,0.0,0.01,linear_then_mean,neardraw_d4_s42,neardraw,662,74,142,42
mean,0.773224631564871,0.6744208802924154,0.0,0.01,linear_then_mean,neardraw_d4_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.640787197231834,0.5073529411764706,0.0,0.01,linear_then_mean,neardraw_d5_s42,neardraw,662,74,142,42
eval_ant_hh,0.7956114947649812,0.7089552238805971,0.0,0.01,linear_then_mean,neardraw_d5_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.885875,0.7825,0.31,0.01,linear_then_mean,neardraw_d5_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7996668054977093,0.7040816326530612,0.0,0.01,linear_then_mean,neardraw_d5_s42,neardraw,662,74,142,42
mean,0.780485124373631,0.6757224494275322,0.0775,0.01,linear_then_mean,neardraw_d5_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6332179930795847,0.5073529411764706,0.0,0.01,linear_then_mean,neardraw_d6_s42,neardraw,662,74,142,42
eval_ant_hh,0.7985074626865671,0.7089552238805971,0.0,0.01,linear_then_mean,neardraw_d6_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8865,0.7925,0.0,0.01,linear_then_mean,neardraw_d6_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.782746772178259,0.6785714285714286,0.0,0.01,linear_then_mean,neardraw_d6_s42,neardraw,662,74,142,42
mean,0.7752430569861027,0.6718448984071241,0.0,0.01,linear_then_mean,neardraw_d6_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6342993079584776,0.5073529411764706,0.0,0.01,linear_then_mean,neardraw_d7_s42,neardraw,662,74,142,42
eval_ant_hh,0.7706616172867008,0.7164179104477612,0.0,0.01,linear_then_mean,neardraw_d7_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8884624999999999,0.8025,0.0,0.01,linear_then_mean,neardraw_d7_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8125780924614743,0.7295918367346939,0.0816326530612244,0.01,linear_then_mean,neardraw_d7_s42,neardraw,662,74,142,42
mean,0.7765003794266632,0.6889656720897315,0.0204081632653061,0.01,linear_then_mean,neardraw_d7_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6432742214532872,0.5,0.0,0.01,linear_then_mean,neardraw_d8_s42,neardraw,662,74,142,42
eval_ant_hh,0.7755624860770773,0.7238805970149254,0.0,0.01,linear_then_mean,neardraw_d8_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8843624999999999,0.7975,0.295,0.01,linear_then_mean,neardraw_d8_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.7968034152436485,0.6989795918367347,0.0,0.01,linear_then_mean,neardraw_d8_s42,neardraw,662,74,142,42
mean,0.7750006556935033,0.680090047212915,0.07375,0.01,linear_then_mean,neardraw_d8_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.640030276816609,0.5,0.0,0.01,linear_then_mean,neardraw_d9_s42,neardraw,662,74,142,42
eval_ant_hh,0.787926041434618,0.7014925373134329,0.0,0.01,linear_then_mean,neardraw_d9_s42,neardraw,662,74,142,42
eval_balanced_refusal,0.8821125000000001,0.7875,0.325,0.01,linear_then_mean,neardraw_d9_s42,neardraw,662,74,142,42
eval_daily_dilemmas,0.8051332778009164,0.6938775510204082,0.0,0.01,linear_then_mean,neardraw_d9_s42,neardraw,662,74,142,42
mean,0.7788005240130358,0.6707175220834602,0.08125,0.01,linear_then_mean,neardraw_d9_s42,neardraw,662,74,142,42
eval_ai_dilemmas,0.6344074394463668,0.6985294117647058,0.0,0.01,linear_then_rolling_max,far_s101,far,662,74,142,101
eval_ant_hh,0.6857874805079082,0.6044776119402985,0.0,0.01,linear_then_rolling_max,far_s101,far,662,74,142,101
eval_balanced_refusal,0.8474999999999999,0.8475,0.0,0.01,linear_then_rolling_max,far_s101,far,662,74,142,101
eval_daily_dilemmas,0.875728862973761,0.8316326530612245,0.5408163265306123,0.01,linear_then_rolling_max,far_s101,far,662,74,142,101
mean,0.7608559457320089,0.7455349191915572,0.135204081632653,0.01,linear_then_rolling_max,far_s101,far,662,74,142,101
eval_ai_dilemmas,0.7019896193771626,0.625,0.4705882352941176,0.01,linear_then_rolling_max,far_s202,far,662,74,142,202
eval_ant_hh,0.6981510358654489,0.5970149253731343,0.208955223880597,0.01,linear_then_rolling_max,far_s202,far,662,74,142,202
eval_balanced_refusal,0.9325,0.9325,0.0,0.01,linear_then_rolling_max,far_s202,far,662,74,142,202
eval_daily_dilemmas,0.9396084964598084,0.8724489795918368,0.4795918367346938,0.01,linear_then_rolling_max,far_s202,far,662,74,142,202
mean,0.818062287925605,0.7567409762412428,0.2897838239773521,0.01,linear_then_rolling_max,far_s202,far,662,74,142,202
eval_ai_dilemmas,0.6920415224913495,0.6617647058823529,0.5,0.01,linear_then_rolling_max,far_s303,far,662,74,142,303
eval_ant_hh,0.7591891289819559,0.6492537313432836,0.0,0.01,linear_then_rolling_max,far_s303,far,662,74,142,303
eval_balanced_refusal,0.9408,0.91,0.83,0.01,linear_then_rolling_max,far_s303,far,662,74,142,303
eval_daily_dilemmas,0.9446064139941692,0.8724489795918368,0.6224489795918368,0.01,linear_then_rolling_max,far_s303,far,662,74,142,303
mean,0.8341592663668687,0.7733668542043683,0.4881122448979592,0.01,linear_then_rolling_max,far_s303,far,662,74,142,303
eval_ai_dilemmas,0.6713884083044983,0.7279411764705882,0.2794117647058823,0.01,linear_then_rolling_max,far_s404,far,662,74,142,404
eval_ant_hh,0.6842281131655157,0.6194029850746269,0.0,0.01,linear_then_rolling_max,far_s404,far,662,74,142,404
eval_balanced_refusal,0.8726499999999999,0.8675,0.73,0.01,linear_then_rolling_max,far_s404,far,662,74,142,404
eval_daily_dilemmas,0.9059246147438568,0.8775510204081632,0.6122448979591837,0.01,linear_then_rolling_max,far_s404,far,662,74,142,404
mean,0.7835477840534677,0.7730987954883446,0.4054141656662665,0.01,linear_then_rolling_max,far_s404,far,662,74,142,404
eval_ai_dilemmas,0.7392949826989621,0.6323529411764706,0.3676470588235294,0.01,linear_then_rolling_max,far_s42,far,662,74,142,42
eval_ant_hh,0.7157496101581644,0.5970149253731343,0.1641791044776119,0.01,linear_then_rolling_max,far_s42,far,662,74,142,42
