round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter0,anthropic_hh_balanced,0.9468034162539802,0.8726541554959786,0.28887399463806973,0.01
iter0,mt_balanced,0.854074382702513,0.5149006622516556,0.23841059602649006,0.01
iter0,mts_balanced,0.9424012979989184,0.8023255813953488,0.0,0.01
iter0,toolace_balanced,0.8556637884311267,0.7370572207084468,0.2098092643051771,0.01
iter0,mean,0.8997357213466346,0.7317344049628575,0.18427346374243422,0.01
iter1,anthropic_hh_balanced,0.8837542406687319,0.7942359249329759,0.2312332439678284,0.01
iter1,mt_balanced,0.8436417262400772,0.7384105960264901,0.26490066225165565,0.01
iter1,mts_balanced,0.737425635478637,0.7093023255813954,0.0,0.01
iter1,toolace_balanced,0.753613880866292,0.6866485013623979,0.08174386920980926,0.01
iter1,mean,0.8046088708134346,0.7321493369758147,0.14446944385732333,0.01
iter2,anthropic_hh_balanced,0.9242696975468809,0.775804289544236,0.30093833780160856,0.01
iter2,mt_balanced,0.7626365071707382,0.5215231788079471,0.0,0.01
iter2,mts_balanced,0.7904272579772851,0.686046511627907,0.0,0.01
iter2,toolace_balanced,0.7337681622107225,0.6907356948228883,0.06267029972752043,0.01
iter2,mean,0.8027754062264068,0.6685274187007445,0.09090215938228224,0.01
iter3,anthropic_hh_balanced,0.9608030137498293,0.8555630026809652,0.5442359249329759,0.01
iter3,mt_balanced,0.7814076137011534,0.5728476821192053,0.0,0.01
iter3,mts_balanced,0.7858301784748513,0.5697674418604651,0.0,0.01
iter3,toolace_balanced,0.7569771844768316,0.5967302452316077,0.11716621253405994,0.01
iter3,mean,0.8212544976006664,0.6487270929730609,0.16535053436675895,0.01
