arm,vintage,seed,n_redteam_rows,dataset,auroc_pipeline,auroc_rank
combined,2,45,964,anthropic,0.964234886220836,0.9646909869945041
combined,2,45,964,mt,0.9540137674033435,0.9534961958490762
combined,2,45,964,mts,0.9545260802386916,0.9544994405668922
combined,2,45,964,toolace,0.8354588042831648,0.8354588042831647
combined,2,45,964,mean,0.927058384536509,0.9270363569234092
combined,2,46,964,anthropic,0.9645168738360914,0.9648991657708671
combined,2,46,964,mt,0.9442057864499769,0.943662336317996
combined,2,46,964,mts,0.9580691565879909,0.95809579625979
combined,2,46,964,toolace,0.8302535693039858,0.8302535693039858
combined,2,46,964,mean,0.9242613465445112,0.9242277169131597
combined,2,47,964,anthropic,0.9636349528380445,0.964168647519266
combined,2,47,964,mt,0.9528751099839553,0.951865845453134
combined,2,47,964,mts,0.9524748255101496,0.9525547445255474
combined,2,47,964,toolace,0.8284503271861987,0.8284503271861987
combined,2,47,964,mean,0.924358803879587,0.9242598911710366
combined,2,48,964,anthropic,0.9613601265726961,0.9619032839255705
combined,2,48,964,mt,0.9464572227110398,0.9460690440453393
combined,2,48,964,mts,0.9539932868027066,0.9540465661463051
combined,2,48,964,toolace,0.8240444675788221,0.8240444675788221
combined,2,48,964,mean,0.9214637759163161,0.9215158404240092
combined,2,49,964,anthropic,0.962228799830429,0.962724643825039
combined,2,49,964,mt,0.9319134620361266,0.9318358263029863
combined,2,49,964,mts,0.9344397677020618,0.9344930470456605
combined,2,49,964,toolace,0.8218508328375965,0.8218508328375965
combined,2,49,964,mean,0.9126082156015535,0.9127260875028206
combined,2,50,964,anthropic,0.9629763508910052,0.9628098078699148
combined,2,50,964,mt,0.9583096113037627,0.9571450753066612
combined,2,50,964,mts,0.9437370131599979,0.9437370131599979
combined,2,50,964,toolace,0.8174077929803688,0.8174077929803689
combined,2,50,964,mean,0.9206076920837837,0.9202749223292357
combined,2,51,964,anthropic,0.9644222471195627,0.9653041681176096
combined,2,51,964,mt,0.9576885254386419,0.9567568966409606
combined,2,51,964,mts,0.952181789120358,0.9521817891203581
combined,2,51,964,toolace,0.824620761451517,0.8246207614515169
combined,2,51,964,mean,0.9247283307825198,0.9247159038326113
