round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter2,anthropic_hh_balanced,0.9455123482523413,0.8240616621983914,0.3726541554959786,0.01
iter2,mt_balanced,0.9233476601903425,0.8344370860927153,0.22847682119205298,0.01
iter2,mts_balanced,0.9194159004867496,0.8488372093023255,0.0,0.01
iter2,toolace_balanced,0.846078744366652,0.603542234332425,0.26975476839237056,0.01
iter2,mean,0.9085886633240214,0.7777195479814644,0.21772143627010052,0.01
iter3,anthropic_hh_balanced,0.9640050780211171,0.8974530831099196,0.4865951742627346,0.01
iter3,mt_balanced,0.9344765580456997,0.8261589403973509,0.2781456953642384,0.01
iter3,mts_balanced,0.9475392103839914,0.8488372093023255,0.0,0.01
iter3,toolace_balanced,0.8642725092620779,0.611716621253406,0.21525885558583105,0.01
iter3,mean,0.9275733389282216,0.7960414635157506,0.244999931303201,0.01
iter4,anthropic_hh_balanced,0.9493154734095696,0.8753351206434317,0.46380697050938335,0.01
iter4,mt_balanced,0.9301620542958642,0.8625827814569537,0.18874172185430463,0.01
iter4,mts_balanced,0.9469983775013522,0.8837209302325582,0.0,0.01
iter4,toolace_balanced,0.8727438766343205,0.6430517711171662,0.26430517711171664,0.01
iter4,mean,0.9248049454602766,0.8161726508625275,0.22921346736885115,0.01
iter5,anthropic_hh_balanced,0.9409572231526138,0.8230563002680965,0.4906166219839142,0.01
iter5,mt_balanced,0.880180693829218,0.6920529801324503,0.2582781456953642,0.01
iter5,mts_balanced,0.9756625202812331,0.9302325581395349,0.0,0.01
iter5,toolace_balanced,0.8633592943744479,0.6689373297002725,0.1771117166212534,0.01
iter5,mean,0.9150399329093782,0.7785697920600886,0.23150162107513295,0.01
