arm,tau,prob_threshold,cohort,rate
gptoss120b,-30.0,9.357622968839299e-14,source_all,0.29310344827586204
gptoss120b,-29.75,1.2015425731770343e-13,source_all,0.29310344827586204
gptoss120b,-29.5,1.5428112031916497e-13,source_all,0.29310344827586204
gptoss120b,-29.25,1.9810087980485874e-13,source_all,0.29310344827586204
gptoss120b,-29.0,2.543665647376276e-13,source_all,0.29310344827586204
gptoss120b,-28.75,3.2661313427863805e-13,source_all,0.29310344827586204
gptoss120b,-28.5,4.193795658377786e-13,source_all,0.29310344827586204
gptoss120b,-28.25,5.384940217751136e-13,source_all,0.29310344827586204
gptoss120b,-28.0,6.914400106935423e-13,source_all,0.29310344827586204
gptoss120b,-27.75,8.878265478451776e-13,source_all,0.29310344827586204
gptoss120b,-27.5,1.1399918530430558e-12,source_all,0.29310344827586204
gptoss120b,-27.25,1.4637785141237662e-12,source_all,0.29310344827586204
gptoss120b,-27.0,1.8795288165355508e-12,source_all,0.29310344827586204
gptoss120b,-26.75,2.4133627718273897e-12,source_all,0.29310344827586204
gptoss120b,-26.5,3.0988191387122225e-12,source_all,0.29310344827586204
gptoss120b,-26.25,3.978962535821408e-12,source_all,0.29310344827586204
gptoss120b,-26.0,5.109089028037221e-12,source_all,0.29310344827586204
gptoss120b,-25.75,6.560200168110743e-12,source_all,0.29310344827586204
gptoss120b,-25.5,8.423463754397692e-12,source_all,0.29310344827586204
gptoss120b,-25.25,1.0815941557168708e-11,source_all,0.29310344827586204
gptoss120b,-25.0,1.3887943864771144e-11,source_all,0.29310344827586204
gptoss120b,-24.75,1.7832472907828393e-11,source_all,0.29310344827586204
gptoss120b,-24.5,2.289734845593124e-11,source_all,0.29310344827586204
gptoss120b,-24.25,2.940077739198032e-11,source_all,0.29310344827586204
gptoss120b,-24.0,3.7751345441365816e-11,source_all,0.29310344827586204
gptoss120b,-23.75,4.847368706035286e-11,source_all,0.29310344827586204
gptoss120b,-23.5,6.224144622520383e-11,source_all,0.29310344827586204
gptoss120b,-23.25,7.991959892315218e-11,source_all,0.29310344827586204
gptoss120b,-23.0,1.0261879630648827e-10,source_all,0.29310344827586204
gptoss120b,-22.75,1.3176514268359263e-10,source_all,0.29310344827586204
gptoss120b,-22.5,1.6918979223288784e-10,source_all,0.29310344827586204
gptoss120b,-22.25,2.1724399346070674e-10,source_all,0.29310344827586204
gptoss120b,-22.0,2.7894680920908113e-10,source_all,0.29310344827586204
gptoss120b,-21.75,3.581747929000289e-10,source_all,0.29310344827586204
gptoss120b,-21.5,4.599055376537186e-10,source_all,0.29310344827586204
gptoss120b,-21.25,5.905303995456778e-10,source_all,0.29310344827586204
gptoss120b,-21.0,7.582560422162385e-10,source_all,0.29310344827586204
gptoss120b,-20.75,9.736200303530205e-10,source_all,0.29310344827586204
gptoss120b,-20.5,1.2501528648238605e-09,source_all,0.29310344827586204
gptoss120b,-20.25,1.6052280526088547e-09,source_all,0.29310344827586204
gptoss120b,-20.0,2.0611536181902037e-09,source_all,0.29310344827586204
gptoss120b,-19.75,2.646573631904765e-09,source_all,0.29310344827586204
gptoss120b,-19.5,3.398267807946847e-09,source_all,0.29310344827586204
gptoss120b,-19.25,4.363462233903898e-09,source_all,0.29310344827586204
gptoss120b,-19.0,5.602796406145941e-09,source_all,0.29310344827586204
gptoss120b,-18.75,7.194132978569834e-09,source_all,0.29310344827586204
gptoss120b,-18.5,9.23744957664012e-09,source_all,0.29310344827586204
gptoss120b,-18.25,1.1861120010657661e-08,source_all,0.29310344827586204
gptoss120b,-18.0,1.522997951276035e-08,source_all,0.29310344827586204
gptoss120b,-17.75,1.955568070542584e-08,source_all,0.29310344827586204
gptoss120b,-17.5,2.5109990926928157e-08,source_all,0.29310344827586204
gptoss120b,-17.25,3.2241866333029355e-08,source_all,0.29310344827586204
gptoss120b,-17.0,4.1399375473943306e-08,source_all,0.29310344827586204
gptoss120b,-16.75,5.3157849718487075e-08,source_all,0.29310344827586204
gptoss120b,-16.5,6.825602910446286e-08,source_all,0.29310344827586204
gptoss120b,-16.25,8.764247451323235e-08,source_all,0.29310344827586204
gptoss120b,-16.0,1.12535162055095e-07,source_all,0.29310344827586204
gptoss120b,-15.75,1.4449800373124837e-07,source_all,0.29310344827586204
gptoss120b,-15.5,1.8553910183683314e-07,source_all,0.29310344827586204
gptoss120b,-15.25,2.38236909993343e-07,source_all,0.29310344827586204
gptoss120b,-15.0,3.059022269256247e-07,source_all,0.29310344827586204
gptoss120b,-14.75,3.927862002670442e-07,source_all,0.29310344827586204
gptoss120b,-14.5,5.043474082014517e-07,source_all,0.29310344827586204
gptoss120b,-14.25,6.475947982049267e-07,source_all,0.29310344827586204
gptoss120b,-14.0,8.315280276641321e-07,source_all,0.29310344827586204
gptoss120b,-13.75,1.067702870044147e-06,source_all,0.29310344827586204
gptoss120b,-13.5,1.3709572068578448e-06,source_all,0.29310344827586204
gptoss120b,-13.25,1.7603432133424856e-06,source_all,0.29310344827586204
gptoss120b,-13.0,2.2603242979035746e-06,source_all,0.29310344827586204
gptoss120b,-12.75,2.902311985211097e-06,source_all,0.29310344827586204
gptoss120b,-12.5,3.726639284186561e-06,source_all,0.29310344827586204
gptoss120b,-12.25,4.785094494890119e-06,source_all,0.29310344827586204
gptoss120b,-12.0,6.144174602214718e-06,source_all,0.29310344827586204
gptoss120b,-11.75,7.889262586245034e-06,source_all,0.29310344827586204
gptoss120b,-11.5,1.0129990980873921e-05,source_all,0.29310344827586204
gptoss120b,-11.25,1.3007128466476033e-05,source_all,0.29310344827586204
gptoss120b,-11.0,1.670142184809518e-05,source_all,0.29310344827586204
gptoss120b,-10.75,2.144494842091395e-05,source_all,0.29310344827586204
gptoss120b,-10.5,2.7535691114583473e-05,source_all,0.29482758620689653
gptoss120b,-10.25,3.5356250741744315e-05,source_all,0.29482758620689653
gptoss120b,-10.0,4.5397868702434395e-05,source_all,0.2956896551724138
gptoss120b,-9.75,5.829126566113865e-05,source_all,0.2956896551724138
gptoss120b,-9.5,7.484622751061123e-05,source_all,0.2974137931034483
gptoss120b,-9.25,9.610241549947396e-05,source_all,0.2982758620689655
gptoss120b,-9.0,0.00012339457598623172,source_all,0.2982758620689655
gptoss120b,-8.75,0.00015843621910252592,source_all,0.3017241379310345
gptoss120b,-8.5,0.00020342697805520653,source_all,0.30431034482758623
gptoss120b,-8.25,0.0002611903190957194,source_all,0.3112068965517241
gptoss120b,-8.0,0.0003353501304664781,source_all,0.31551724137931036
gptoss120b,-7.75,0.0004305570813246149,source_all,0.31982758620689655
gptoss120b,-7.5,0.0005527786369235996,source_all,0.32155172413793104
gptoss120b,-7.25,0.0007096703991005881,source_all,0.3267241379310345
gptoss120b,-7.0,0.0009110511944006454,source_all,0.33275862068965517
gptoss120b,-6.75,0.0011695102650555148,source_all,0.3353448275862069
gptoss120b,-6.5,0.0015011822567369917,source_all,0.3422413793103448
gptoss120b,-6.25,0.0019267346633274757,source_all,0.3482758620689655
gptoss120b,-6.0,0.0024726231566347743,source_all,0.3577586206896552
gptoss120b,-5.75,0.0031726828424851893,source_all,0.3646551724137931
gptoss120b,-5.5,0.004070137715896128,source_all,0.3706896551724138
gptoss120b,-5.25,0.005220125693558397,source_all,0.3810344827586207
gptoss120b,-5.0,0.0066928509242848554,source_all,0.3922413793103448
gptoss120b,-4.75,0.008577485413711984,source_all,0.4051724137931034
gptoss120b,-4.5,0.01098694263059318,source_all,0.4163793103448276
gptoss120b,-4.25,0.014063627043245475,source_all,0.43103448275862066
gptoss120b,-4.0,0.01798620996209156,source_all,0.44482758620689655
gptoss120b,-3.75,0.022977369910025615,source_all,0.453448275862069
gptoss120b,-3.5,0.02931223075135632,source_all,0.46551724137931033
gptoss120b,-3.25,0.03732688734412946,source_all,0.4827586206896552
gptoss120b,-3.0,0.04742587317756678,source_all,0.503448275862069
gptoss120b,-2.75,0.060086650174007626,source_all,0.5112068965517241
gptoss120b,-2.5,0.07585818002124355,source_all,0.531896551724138
gptoss120b,-2.25,0.09534946489910949,source_all,0.5525862068965517
gptoss120b,-2.0,0.11920292202211755,source_all,0.5698275862068966
gptoss120b,-1.75,0.14804719803168948,source_all,0.5844827586206897
gptoss120b,-1.5,0.18242552380635635,source_all,0.5974137931034482
gptoss120b,-1.25,0.22270013882530884,source_all,0.6224137931034482
gptoss120b,-1.0,0.2689414213699951,source_all,0.6362068965517241
gptoss120b,-0.75,0.320821300824607,source_all,0.6629310344827586
gptoss120b,-0.5,0.3775406687981454,source_all,0.6793103448275862
gptoss120b,-0.25,0.43782349911420193,source_all,0.6948275862068966
gptoss120b,0.0,0.5,source_all,0.7103448275862069
gptoss120b,0.25,0.5621765008857981,source_all,0.7112068965517241
gptoss120b,0.5,0.6224593312018546,source_all,0.7206896551724138
gptoss120b,0.75,0.679178699175393,source_all,0.7198275862068966
gptoss120b,1.0,0.7310585786300049,source_all,0.728448275862069
gptoss120b,1.25,0.7772998611746911,source_all,0.7293103448275862
gptoss120b,1.5,0.8175744761936437,source_all,0.728448275862069
gptoss120b,1.75,0.8519528019683106,source_all,0.7198275862068966
gptoss120b,2.0,0.8807970779778823,source_all,0.7068965517241379
gptoss120b,2.25,0.9046505351008906,source_all,0.7034482758620689
gptoss120b,2.5,0.9241418199787566,source_all,0.6922413793103448
gptoss120b,2.75,0.9399133498259924,source_all,0.6879310344827586
gptoss120b,3.0,0.9525741268224334,source_all,0.6853448275862069
gptoss120b,3.25,0.9626731126558706,source_all,0.6801724137931034
gptoss120b,3.5,0.9706877692486436,source_all,0.6767241379310345
gptoss120b,3.75,0.9770226300899744,source_all,0.6767241379310345
gptoss120b,4.0,0.9820137900379085,source_all,0.6724137931034483
gptoss120b,4.25,0.9859363729567544,source_all,0.6681034482758621
gptoss120b,4.5,0.9890130573694068,source_all,0.6629310344827586
gptoss120b,4.75,0.991422514586288,source_all,0.6637931034482759
gptoss120b,5.0,0.9933071490757153,source_all,0.6586206896551724
gptoss120b,5.25,0.9947798743064417,source_all,0.656896551724138
gptoss120b,5.5,0.995929862284104,source_all,0.653448275862069
gptoss120b,5.75,0.9968273171575148,source_all,0.6560344827586206
gptoss120b,6.0,0.9975273768433653,source_all,0.653448275862069
gptoss120b,6.25,0.9980732653366725,source_all,0.653448275862069
gptoss120b,6.5,0.998498817743263,source_all,0.6543103448275862
gptoss120b,6.75,0.9988304897349445,source_all,0.6543103448275862
gptoss120b,7.0,0.9990889488055994,source_all,0.6586206896551724
gptoss120b,7.25,0.9992903296008995,source_all,0.6586206896551724
gptoss120b,7.5,0.9994472213630764,source_all,0.6603448275862069
gptoss120b,7.75,0.9995694429186754,source_all,0.6603448275862069
gptoss120b,8.0,0.9996646498695336,source_all,0.6620689655172414
gptoss120b,8.25,0.9997388096809043,source_all,0.6637931034482759
gptoss120b,8.5,0.9997965730219448,source_all,0.6655172413793103
gptoss120b,8.75,0.9998415637808975,source_all,0.6663793103448276
gptoss120b,9.0,0.9998766054240137,source_all,0.6689655172413793
gptoss120b,9.25,0.9999038975845005,source_all,0.6698275862068965
gptoss120b,9.5,0.9999251537724895,source_all,0.6706896551724137
gptoss120b,9.75,0.9999417087343389,source_all,0.6732758620689655
gptoss120b,10.0,0.9999546021312976,source_all,0.678448275862069
gptoss120b,10.25,0.9999646437492582,source_all,0.6793103448275862
gptoss120b,10.5,0.9999724643088853,source_all,0.6827586206896552
gptoss120b,10.75,0.9999785550515792,source_all,0.6827586206896552
gptoss120b,11.0,0.999983298578152,source_all,0.6836206896551724
gptoss120b,11.25,0.9999869928715335,source_all,0.6836206896551724
gptoss120b,11.5,0.9999898700090192,source_all,0.6836206896551724
gptoss120b,11.75,0.9999921107374138,source_all,0.6836206896551724
gptoss120b,12.0,0.9999938558253978,source_all,0.6836206896551724
gptoss120b,12.25,0.9999952149055051,source_all,0.6836206896551724
gptoss120b,12.5,0.9999962733607158,source_all,0.6836206896551724
gptoss120b,12.75,0.9999970976880148,source_all,0.6836206896551724
gptoss120b,13.0,0.999997739675702,source_all,0.6844827586206896
gptoss120b,13.25,0.9999982396567868,source_all,0.6844827586206896
gptoss120b,13.5,0.999998629042793,source_all,0.6862068965517242
gptoss120b,13.75,0.9999989322971299,source_all,0.6879310344827586
gptoss120b,14.0,0.9999991684719722,source_all,0.6879310344827586
gptoss120b,14.25,0.9999993524052017,source_all,0.6896551724137931
gptoss120b,14.5,0.9999994956525918,source_all,0.6896551724137931
gptoss120b,14.75,0.9999996072137998,source_all,0.6896551724137931
gptoss120b,15.0,0.999999694097773,source_all,0.6913793103448276
gptoss120b,15.25,0.9999997617630899,source_all,0.6913793103448276
gptoss120b,15.5,0.9999998144608981,source_all,0.6913793103448276
gptoss120b,15.75,0.9999998555019962,source_all,0.6913793103448276
gptoss120b,16.0,0.9999998874648379,source_all,0.6913793103448276
gptoss120b,16.25,0.9999999123575255,source_all,0.6913793103448276
gptoss120b,16.5,0.999999931743971,source_all,0.6913793103448276
gptoss120b,16.75,0.9999999468421502,source_all,0.6913793103448276
gptoss120b,17.0,0.9999999586006244,source_all,0.6931034482758621
gptoss120b,17.25,0.9999999677581336,source_all,0.6939655172413793
gptoss120b,17.5,0.999999974890009,source_all,0.6939655172413793
gptoss120b,17.75,0.9999999804443193,source_all,0.6948275862068966
gptoss120b,18.0,0.9999999847700205,source_all,0.6956896551724138
gptoss120b,18.25,0.99999998813888,source_all,0.6956896551724138
gptoss120b,18.5,0.9999999907625504,source_all,0.6956896551724138
gptoss120b,18.75,0.9999999928058669,source_all,0.6974137931034483
gptoss120b,19.0,0.9999999943972036,source_all,0.6974137931034483
gptoss120b,19.25,0.9999999956365377,source_all,0.6974137931034483
gptoss120b,19.5,0.9999999966017321,source_all,0.6982758620689655
gptoss120b,19.75,0.9999999973534264,source_all,0.6991379310344827
gptoss120b,20.0,0.9999999979388463,source_all,0.6991379310344827
