geometry,fold,scored,n,n_fit,n_val,auroc,accuracy,tpr_at_fpr,fpr
pooled,1,all,173,555,138,0.960237904303662,0.930635838150289,0.0,0.01
pooled,1,eval_ai_dilemmas,28,555,138,0.9642857142857144,0.9642857142857144,0.0,0.01
pooled,1,eval_ant_hh,26,555,138,0.8579881656804733,0.7692307692307693,0.0,0.01
pooled,1,eval_balanced_refusal,80,555,138,0.995625,0.9625,0.0,0.01
pooled,1,eval_daily_dilemmas,39,555,138,0.9697368421052632,0.9487179487179488,0.0,0.01
