geometry,fold,scored,n,n_fit,n_val,auroc,accuracy,tpr_at_fpr,fpr
pooled,4,all,172,556,138,0.9887762001352266,0.9476744186046512,0.0,0.01
pooled,4,eval_ai_dilemmas,26,556,138,1.0,0.9230769230769232,0.0,0.01
pooled,4,eval_ant_hh,27,556,138,0.9203296703296704,0.8888888888888888,0.0,0.01
pooled,4,eval_balanced_refusal,80,556,138,0.99875,0.95,0.0,0.01
pooled,4,eval_daily_dilemmas,39,556,138,1.0,1.0,0.0,0.01
