geometry,fold,scored,n,n_fit,n_val,auroc,accuracy,tpr_at_fpr,fpr
pooled,0,all,171,556,139,0.9819425444596442,0.935672514619883,0.6823529411764706,0.01
pooled,0,eval_ai_dilemmas,27,556,139,0.9972527472527472,0.9629629629629628,0.0,0.01
pooled,0,eval_ant_hh,26,556,139,0.9881656804733728,0.8076923076923077,0.0,0.01
pooled,0,eval_balanced_refusal,80,556,139,0.99875,0.9625,0.0,0.01
pooled,0,eval_daily_dilemmas,38,556,139,0.9681440443213296,0.9473684210526316,0.0,0.01
