geometry,fold,scored,n,n_fit,n_val,auroc,accuracy,tpr_at_fpr,fpr
pooled,3,all,175,555,136,0.9797544409613376,0.9257142857142856,0.7272727272727273,0.01
pooled,3,eval_ai_dilemmas,27,555,136,0.9945054945054944,0.925925925925926,0.0,0.01
pooled,3,eval_ant_hh,28,555,136,0.9566326530612246,0.8928571428571429,0.0,0.01
pooled,3,eval_balanced_refusal,80,555,136,0.984375,0.9125,0.0,0.01
pooled,3,eval_daily_dilemmas,40,555,136,0.9975,0.975,0.0,0.01
