concept,arm,vintage,n_redteam_rows,n_seeds,dataset,scale,mean,sd,min,max
instructions,gptoss120b,2,214,10,hc_contradiction,rank,0.465665,0.010663516461905661,0.44945,0.4794
instructions,gptoss120b,2,214,10,mean,pipeline,0.43743372403836567,0.010337171564753996,0.42547372683026297,0.4535927756442324
instructions,gptoss120b,2,214,10,mean,rank,0.43746867555288044,0.01031256711676476,0.4254594411159772,0.4536003671599544
instructions,gptoss120b,2,214,10,mm_substitution,pipeline,0.42752,0.020092345142698812,0.40045000000000003,0.4552
instructions,gptoss120b,2,214,10,mm_substitution,rank,0.427555,0.020105574821150687,0.4005,0.4553
instructions,gptoss120b,2,214,10,oig_context_drift,pipeline,0.5236900839621639,0.013713453562119672,0.49999999999999994,0.5377829737485387
instructions,gptoss120b,2,214,10,oig_context_drift,rank,0.5236847699011584,0.013718400557575094,0.49999999999999994,0.5377829737485387
instructions,gptoss120b,2,214,10,oig_omission,pipeline,0.4956602031394275,0.0036546242584309134,0.4907663896583564,0.5006155740227762
instructions,gptoss120b,2,214,10,oig_omission,rank,0.49564481378885805,0.0036770565965219453,0.4907663896583564,0.5006155740227762
instructions,gptoss120b,3,140,10,anthropic_harmless_refusal,pipeline,0.514635,0.05419622808728376,0.44355,0.6153
instructions,gptoss120b,3,140,10,anthropic_harmless_refusal,rank,0.514635,0.05418860094357689,0.44355,0.6153
instructions,gptoss120b,3,140,10,bbq_substitution,pipeline,0.5013299999999999,0.009546383841248183,0.4873,0.51485
instructions,gptoss120b,3,140,10,bbq_substitution,rank,0.501295,0.009542229241057312,0.4873,0.5148
instructions,gptoss120b,3,140,10,hc_context_drift,pipeline,0.49287384419173125,0.003111280736848719,0.4879370815176958,0.4965990009565309
instructions,gptoss120b,3,140,10,hc_context_drift,rank,0.492969497289829,0.002967855364587994,0.488255925178021,0.4965990009565309
instructions,gptoss120b,3,140,10,hc_contradiction,pipeline,0.494385,0.0034057182306624586,0.49005000000000004,0.49979999999999997
instructions,gptoss120b,3,140,10,hc_contradiction,rank,0.494885,0.0032323065379935203,0.4906,0.49965000000000004
