round,dataset,auroc,accuracy,tpr_at_fpr,fpr
iter0,anthropic_hh_balanced,0.9259906723256834,0.8294235924932976,0.34986595174262736,0.01
iter0,mt_balanced,0.8494090171483707,0.7665562913907285,0.1986754966887417,0.01
iter0,mts_balanced,0.937533802055165,0.5348837209302325,0.0,0.01
iter0,toolace_balanced,0.7236708268678214,0.5217983651226158,0.11716621253405994,0.01
iter0,mean,0.8591510795992601,0.6631654924842185,0.16642691524135725,0.01
iter1,anthropic_hh_balanced,0.96254600047438,0.9051608579088471,0.6126005361930295,0.01
iter1,mt_balanced,0.9064953291522302,0.5927152317880795,0.19536423841059603,0.01
iter1,mts_balanced,0.9296917252568956,0.5697674418604651,0.0,0.01
iter1,toolace_balanced,0.7144087490440941,0.5095367847411444,0.10354223433242507,0.01
iter1,mean,0.8782854509818999,0.644295079074634,0.22787675223401263,0.01
iter2,anthropic_hh_balanced,0.9659401077417361,0.9021447721179625,0.6166219839142091,0.01
iter2,mt_balanced,0.955687250559186,0.6771523178807947,0.4139072847682119,0.01
iter2,mts_balanced,0.9075175770686857,0.5697674418604651,0.0,0.01
iter2,toolace_balanced,0.7453726733437771,0.5054495912806539,0.1307901907356948,0.01
iter2,mean,0.8936294021783462,0.6636285307849691,0.29032986485452894,0.01
iter3,anthropic_hh_balanced,0.962553412660193,0.8994638069705094,0.6119302949061662,0.01
iter3,mt_balanced,0.8653896758914082,0.7334437086092715,0.0,0.01
iter3,mts_balanced,0.9718766901027582,0.5697674418604651,0.0,0.01
iter3,toolace_balanced,0.7737008961385117,0.5068119891008175,0.1907356948228883,0.01
iter3,mean,0.8933801686982178,0.677371736635266,0.20066649743226364,0.01
iter4,anthropic_hh_balanced,0.9676768053389301,0.8307640750670241,0.6541554959785523,0.01
iter4,mt_balanced,0.8877735625630454,0.7649006622516556,0.0,0.01
iter4,mts_balanced,0.9588967009194158,0.6046511627906976,0.0,0.01
iter4,toolace_balanced,0.7463007372539704,0.5054495912806539,0.16621253405994552,0.01
iter4,mean,0.8901619515188404,0.6764413728475077,0.20509200750962445,0.01
iter5,anthropic_hh_balanced,0.9480423743432355,0.7466487935656837,0.4819034852546917,0.01
iter5,mt_balanced,0.9209464497171177,0.8112582781456954,0.2185430463576159,0.01
iter5,mts_balanced,0.9583558680367766,0.6744186046511628,0.0,0.01
iter5,toolace_balanced,0.7768860114782945,0.5204359673024523,0.18256130790190736,0.01
iter5,mean,0.9010576758938561,0.6881904109162486,0.22075195987855376,0.01
iter6,anthropic_hh_balanced,0.8877954542187466,0.5723860589812333,0.20576407506702413,0.01
iter6,mt_balanced,0.9317518968466294,0.8013245033112583,0.32781456953642385,0.01
iter6,mts_balanced,0.9513250405624663,0.6511627906976745,0.0,0.01
iter6,toolace_balanced,0.8183630437526449,0.5163487738419619,0.20435967302452315,0.01
iter6,mean,0.8973088588451217,0.6353055317080321,0.18448457940699278,0.01
iter7,anthropic_hh_balanced,0.90885145260873,0.631367292225201,0.33646112600536193,0.01
iter7,mt_balanced,0.9300743388447875,0.8195364238410596,0.2185430463576159,0.01
iter7,mts_balanced,0.9472687939426717,0.6627906976744186,0.0,0.01
iter7,toolace_balanced,0.7965349805849029,0.5177111716621253,0.19618528610354224,0.01
iter7,mean,0.8956823914952731,0.6578513963507011,0.18779736461663002,0.01
iter8,anthropic_hh_balanced,0.9600608967217474,0.7734584450402144,0.6615281501340483,0.01
iter8,mt_balanced,0.939755931757379,0.8096026490066225,0.2582781456953642,0.01
iter8,mts_balanced,0.9464575446187129,0.686046511627907,0.0,0.01
iter8,toolace_balanced,0.7822910556912591,0.5204359673024523,0.15258855585831063,0.01
iter8,mean,0.9071413571972746,0.697385893244299,0.26809871292193077,0.01
iter9,anthropic_hh_balanced,0.9693104061698137,0.796916890080429,0.7285522788203753,0.01
iter9,mt_balanced,0.9222895925617298,0.8195364238410596,0.18543046357615894,0.01
iter9,mts_balanced,0.9356408869659276,0.6976744186046512,0.0,0.01
iter9,toolace_balanced,0.7878780004306216,0.5245231607629428,0.21525885558583105,0.01
iter9,mean,0.9037797215320231,0.7096627233222706,0.28231039949559134,0.01
iter10,anthropic_hh_balanced,0.96557331684983,0.8371313672922251,0.6595174262734584,0.01
iter10,mt_balanced,0.9313407306697075,0.8394039735099338,0.25165562913907286,0.01
iter10,mts_balanced,0.9288804759329367,0.7790697674418605,0.0,0.01
iter10,toolace_balanced,0.7818233114805218,0.5217983651226158,0.2888283378746594,0.01
iter10,mean,0.901904458733249,0.7443508683416588,0.30000034832179767,0.01
