packed gptoss120b: train 662 rows / 2.84 GB, val 166 rows / 0.71 GB, eval 866 rows / 0.81 GB (host)
  seed 84 pass 2/7  (19s/pass, 91m elapsed, 17m left)
  seed 84 pass 3/7  (18s/pass, 92m elapsed, 16m left)
  seed 84 pass 4/7  (18s/pass, 92m elapsed, 16m left)
  seed 84 pass 5/7  (18s/pass, 92m elapsed, 16m left)
  seed 84 pass 6/7  (18s/pass, 92m elapsed, 15m left)
  seed 84 pass 7/7  (18s/pass, 93m elapsed, 15m left)
  seed 85 pass 1/7  (18s/pass, 93m elapsed, 15m left)
  seed 85 pass 2/7  (18s/pass, 93m elapsed, 14m left)
  seed 85 pass 3/7  (18s/pass, 93m elapsed, 14m left)
  seed 85 pass 4/7  (18s/pass, 94m elapsed, 14m left)
  seed 85 pass 5/7  (18s/pass, 94m elapsed, 14m left)
  seed 85 pass 6/7  (18s/pass, 94m elapsed, 13m left)
  seed 85 pass 7/7  (18s/pass, 94m elapsed, 13m left)
  seed 86 pass 1/7  (18s/pass, 95m elapsed, 13m left)
  seed 86 pass 2/7  (18s/pass, 95m elapsed, 12m left)
  seed 86 pass 3/7  (18s/pass, 95m elapsed, 12m left)
  seed 86 pass 4/7  (18s/pass, 96m elapsed, 12m left)
  seed 86 pass 5/7  (18s/pass, 96m elapsed, 11m left)
  seed 86 pass 6/7  (18s/pass, 97m elapsed, 11m left)
  seed 86 pass 7/7  (18s/pass, 97m elapsed, 11m left)
  seed 87 pass 1/7  (18s/pass, 97m elapsed, 10m left)
  seed 87 pass 2/7  (18s/pass, 98m elapsed, 10m left)
  seed 87 pass 3/7  (18s/pass, 98m elapsed, 10m left)
  seed 87 pass 4/7  (18s/pass, 98m elapsed, 10m left)
  seed 87 pass 5/7  (18s/pass, 99m elapsed, 9m left)
  seed 87 pass 6/7  (18s/pass, 99m elapsed, 9m left)
  seed 87 pass 7/7  (18s/pass, 99m elapsed, 9m left)
  seed 88 pass 1/7  (18s/pass, 99m elapsed, 8m left)
  seed 88 pass 2/7  (18s/pass, 100m elapsed, 8m left)
  seed 88 pass 3/7  (18s/pass, 100m elapsed, 8m left)
  seed 88 pass 4/7  (18s/pass, 100m elapsed, 7m left)
  seed 88 pass 5/7  (18s/pass, 101m elapsed, 7m left)
  seed 88 pass 6/7  (18s/pass, 101m elapsed, 7m left)
  seed 88 pass 7/7  (18s/pass, 101m elapsed, 6m left)
  seed 89 pass 1/7  (18s/pass, 101m elapsed, 6m left)
  seed 89 pass 2/7  (18s/pass, 102m elapsed, 6m left)
  seed 89 pass 3/7  (18s/pass, 102m elapsed, 6m left)
  seed 89 pass 4/7  (18s/pass, 102m elapsed, 5m left)
  seed 89 pass 5/7  (18s/pass, 103m elapsed, 5m left)
  seed 89 pass 6/7  (18s/pass, 103m elapsed, 5m left)
  seed 89 pass 7/7  (18s/pass, 103m elapsed, 4m left)
  seed 90 pass 1/7  (18s/pass, 104m elapsed, 4m left)
  seed 90 pass 2/7  (18s/pass, 104m elapsed, 4m left)
  seed 90 pass 3/7  (18s/pass, 104m elapsed, 3m left)
  seed 90 pass 4/7  (18s/pass, 104m elapsed, 3m left)
  seed 90 pass 5/7  (18s/pass, 105m elapsed, 3m left)
  seed 90 pass 6/7  (18s/pass, 105m elapsed, 2m left)
  seed 90 pass 7/7  (18s/pass, 105m elapsed, 2m left)
  seed 91 pass 1/7  (18s/pass, 105m elapsed, 2m left)
  seed 91 pass 2/7  (18s/pass, 106m elapsed, 2m left)
  seed 91 pass 3/7  (18s/pass, 106m elapsed, 1m left)
  seed 91 pass 4/7  (18s/pass, 106m elapsed, 1m left)
  seed 91 pass 5/7  (18s/pass, 107m elapsed, 1m left)
  seed 91 pass 6/7  (18s/pass, 107m elapsed, 0m left)
  seed 91 pass 7/7  (18s/pass, 107m elapsed, 0m left)

wrote /workspace/cc_based_auto_improvement/results_hu_harm_gemma27b_batch_ablation/attribution/gptoss120b_iter3_loo.npz

split                  |mean delta| median       max  signif +  signif -
eval_ai_dilemmas                   0.00037   0.00269        37         2
eval_ant_hh                        0.00132   0.00762        13         0
eval_balanced_refusal              0.00261   0.01461         0         1
eval_daily_dilemmas                0.00035   0.00290         4         4
mean                               0.00069   0.00423         1         1

'signif +' = removing the pair RAISES that split's AUROC (pair is harmful);
'signif -' = removing it lowers AUROC (pair is doing useful work).
Threshold is |mean| > 2 x standard error over seeds — see the caveat in the
write-up about how many of these survive a multiplicity correction.
